cid	iter	formula	name	num_rgroup	electrons
C00357	1	C8H16NO9P	N-Acetyl-D-glucosamine 6-phosphate	0	158.0
C12106	1	C7H14NO9P	AminoDAHP	0	150.0
C04016	1	C13H21NO10	N-Acetyl-7-O-acetylneuraminate; N,7-O-Diacetylneuraminate	0	186.0
C17746	1	C17H22O4	1-Dehydro-[6]-gingerdione	0	156.0
C12838	1	C6H4O4	trans-4-Carboxymethylenebut-2-en-4-olide	0	72.0
C16268	1	C25H40N7O17P3S	Cyclopropanecarboxyl-CoA	0	436.0
C10287	1	C16H16O3	Pterostilbene	0	136.0
C03789	1	C6H13NO11S2	N,6-O-Disulfo-D-glucosamine; N2,6-Disulfo-D-glucosamine	0	176.0
C04737	1	C37H66NO18R	alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide; Globotriosylceramide; Trihexosylceramide; Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer; Gal-alpha1->4LacCer; D-Galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide	1	0.0
C00811	1	C9H8O3	4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate	0	86.0
C00267	1	C6H12O6	alpha-D-Glucose	0	
C05516	1	C4H5N3O2	5-Amino-4-imidazole carboxylate; 4-Amino-5-imidazolecarboxylic acid	0	66.0
C01235	1	C12H22O11	alpha-D-Galactosyl-(1->3)-1D-myo-inositol; O-alpha-D-Galactosyl-(1->3)-1D-myo-inositol; 3-O-alpha-D-Galactosyl-1D-myo-inositol; 1-alpha-D-Galactosyl-myo-inositol; Galactinol	0	182.0
C04297	1	C15H23N3O14P2	CDP-4-dehydro-3,6-dideoxy-D-glucose; CDP-3,6-dideoxy-D-erythro-hexos-4-ulose; CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose	0	276.0
C15804	1		p-Hydroxyphenyl lignin	0	0.0
C06001	1	C4H8O3	(S)-3-Hydroxyisobutyrate	0	56.0
C03232	1	C3H5O7P	3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid	0	94.0
C20274	1	C15H24	beta-Copaene	0	
C00446	1	C6H13O9P	alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate	0	136.0
C05392	1	C6H8O6(C6H8O6)n	Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group	0	184.0
C03539	1	C9H17NO6S	S-Ribosyl-L-homocysteine; S-D-Ribosyl-L-homocysteine; Ribose-5-S-homocysteine; S-Ribosylhomocysteine; S-(5-Deoxy-D-ribos-5-yl)-L-homocysteine	0	142.0
C05677	1		Lipophosphonoglycan	0	0.0
C00919	1	C5H13NO4S	Choline sulfate	0	98.0
C00237	1	CO	CO; Carbon monoxide	0	14.0
C00701	1		Base; Nucleobase; Base1; Base2	0	0.0
C05572	1	C5H7NO4	4-Oxoglutaramate; 4-Ketoglutaramate	0	76.0
C11382	1	C10H16	(+)-3-Carene; Isodiprene; (+)-Car-3-ene; (1S,6R)-3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene	0	76.0
C06893	1	C6H11O9P	2-Deoxy-5-keto-D-gluconic acid 6-phosphate; 6-Phospho-5-dehydro-2-deoxy-D-gluconate; DKHP	0	134.0
C00339	1	CH3OR	Long-chain alcohol	1	0.0
C20082	1	C13H22N2O8	Pseudaminic acid; 5,7-Bis(acetylamino)-3,5,7,9-tetradeoxy-L-glycero-alpha-L-manno-2-nonulopyranosonic acid	0	
C07305	1		Products of ATP breakdown	0	0.0
C01035	1	C5H11N3O2	4-Guanidinobutanoate; 4-Guanidinobutyric acid	0	78.0
C00190	1	C14H22N2O16P2	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose	0	278.0
C04480	1	C7H6O6	3-Carboxy-2-hydroxymuconate semialdehyde	0	96.0
C16392	1	C7H7N3O5	4-Hydroxylamino-2,6-dinitrotoluene	0	110.0
C18030	1	C16H27N3O13P2	dTDP-2,6-dideoxy-D-kanosamine; dTDP-(3-amino-2,3,6-trideoxy-alpha-D-arabino-hexopyranosyl) ester	0	278.0
C01175	1	C17H22O10	1-O-Sinapoyl-beta-D-glucose; 1-O-Sinapoyl beta-D-glucoside	0	204.0
C01179	1	C9H8O4	3-(4-Hydroxyphenyl)pyruvate; 4-Hydroxyphenylpyruvate; p-Hydroxyphenylpyruvic acid	0	94.0
C10733	1	C11H12N2O	Peganine; Vasicine	0	100.0
C06179	1	C8H15NO	Hygrine; (+)-Hygrine	0	78.0
C18060	1	C8H16NO9P	N-Acetyl-alpha-D-galactosamine 1-phosphate	0	158.0
C11549	1	(C8H14O2)n	Poly[(R)-3-hydroxyoctanoate]n; Poly[(R)-3-hydroxyoctanoate]n-x	0	0.0
C00366	1	C5H4N4O3	Urate; Uric acid	0	86.0
C12210	1	C15H22N2O17P2	UDP-3-ketoglucose; UDP-3-keto-D-glucose	0	292.0
C00261	1	C7H6O	Benzaldehyde; Benzoic aldehyde	0	56.0
C16213	1	C10H8O2	2,3-Dihydroxynaphthalene	0	84.0
C02446	1	C3H5O3R	O-Alkylglycerone	1	0.0
C00740	1	C3H7NO3	D-Serine	0	56.0
C01674	1	C16H28N2O11	Chitobiose; Diacetylchitobiose; N,N'-Diacetylchitobiose	0	226.0
C01747	1	C24H47NO7	Psychosine; Galactosylsphingosine; O-Galactosylsphingosine	0	254.0
C10860	1	C17H23NO3	Littorine	0	156.0
C18048	1	C10H17N3O6	N-Succinyl-L-citrulline	0	146.0
C11498	1	C5H12O4S2	(S)-2-Hydroxypropyl-CoM; 2-(S)-Hydroxypropyl-CoM	0	106.0
C02350	1	C4H6N4O3	(S)-Allantoin; (S)(+)-Allantoin	0	82.0
C00558	1	C6H10O7	D-Tagaturonate; D-Tagaturonic acid	0	102.0
C02837	1	C6H12N2O	L-Lysine 1,6-lactam; L-2-Aminohexano-6-lactam; L-alpha-Aminocaprolactam; (S)-2-Aminohexano-6-lactam	0	70.0
C01518	1	C12H22O11	Nigerose; Sakebiose; 3-O-alpha-D-Glucopyranosyl-D-glucose	0	182.0
C01201	1	C21H35N9O15P2	N(omega)-(ADP-D-ribosyl)-L-arginine; Nomega-(ADP-D-ribosyl)-L-arginine	0	374.0
C10200	1	C15H10O4	Anhydroglycinol; 3,9-Dihydroxypterocarpen	0	132.0
C00066	1	C10H17O10PR2(C5H8O6PR)n	tRNA; tRNA(n); tRNA(n+1); transfer RNA	3	0.0
C06090	1	C20H32	ent-Kaurene; ent-Kaur-16-ene	0	152.0
C16399	1	C7H11N3O	2,4-Diamino-6-hydroxylaminotoluene	0	82.0
C16407	1	C21H22O10	2',4,4',6'-Tetrahydroxychalcone 4'-O-glucoside; THC 4'-glucoside; Chalconaringenin 4'-glucoside; 2',4,4',6'-Tetrahydroxychalcone 4'-O-beta-D-glucoside	0	228.0
C06031	1	C5H8O5	D-threo-3-Methylmalate	0	78.0
C01857	1	C2H4OS	Thioacetate; Thioacetic acid	0	40.0
C01194	1	C11H17O13PR2	1-Phosphatidyl-D-myo-inositol; 1-Phosphatidyl-1D-myo-inositol; 1-Phosphatidyl-myo-inositol; Phosphatidyl-1D-myo-inositol; (3-Phosphatidyl)-1-D-inositol; 1,2-Diacyl-sn-glycero-3-phosphoinositol; Phosphatidylinositol	2	0.0
C20477	1	C15H24	(-)-alpha-Isocomene; (1R,3aS,5aS,8aR)-1,3a,4,5a-Tetramethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene	0	
C01137	1	C14H23N6O3S	S-Adenosylmethioninamine; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium cation; S-Adenosyl-(5')-3-methylthiopropylamine; S-Adenosyl 3-(methylthio)propylamine; Decarboxy-AdoMet	0	188.0
C12211	1	C15H25N3O16P2	UDP-kanosamine; UDP-D-kanosamine; UDP-alpha-D-kanosamine	0	294.0
C03317	1	C2H3NO2R2	alpha-Amino acid ester	2	0.0
C16776	1	C15H24	beta-Sesquiphellandrene; (-)-beta-Sesquiphellandrene	0	114.0
C01424	1	C7H6O5	Gallate; Gallic acid; 3,4,5-Trihydroxybenzoic acid; 3,4,5-Trihydroxybenzoate; Pyrogallol-5-carboxylic acid	0	88.0
C17023	1		Sulfur donor; S-donor	0	0.0
C02646	1	C9H10O2	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol	0	80.0
C01170	1	C17H27N3O17P2	UDP-N-acetyl-D-mannosamine; UDP-N-acetyl-alpha-D-mannosamine	0	316.0
C00745	1	C10H14N2	Nicotine; (S)-3-(1-Methylpyrrolidin-2-yl)pyridine; (S)-Nicotine	0	88.0
C12142	1	C15H24	Vetispiradiene; (-)-Vetispiradiene; (-)-Premnaspirodiene	0	114.0
C04667	1	(C13H24NO12P)n	N-Acetyl-D-glucosaminyl-poly(ribitol phosphate)	0	0.0
C15925	1	C16H25N5O16P2	GDP-L-gulose	0	314.0
C05598	1	C10H11NO3	Phenylacetylglycine	0	102.0
C20475	1	C35H58O	Sporulenol; (1R,2R,4aS,4bR,6aS,10aS,10bR,12aS)-2,4b,7,7,10a,12a-Hexamethyl-1-[(3R)-3-(4-methylcyclohexa-1,4-dien-1-yl)butyl]octadecahydrochrysen-2-ol	0	
C15853	1	C7H17N3	Dehydrospermidine	0	80.0
C02752	1	C6H6O3	Triacetate lactone; 4-Hydroxy-6-methyl-2-pyrone	0	66.0
C05568	1	C6H8N2O3	Imidazole lactate; Imidazole lactic acid; 2-Hydroxy-3-(1H-imidazol-5-yl)-propanoic acid	0	82.0
C01500	1	C10H18O	Geraniol	0	86.0
C01353	1	H2CO3	Carbonic acid; Dihydrogen carbonate; H2CO3	0	32.0
C00509	1	C15H12O5	Naringenin; 4',5,7-Trihydroxyflavanone; (2S)-Naringenin; (-)-(2S)-Naringenin	0	142.0
C02097	1	C16H26N2O16P2	dTDP-galactose; dTDP-D-galactose	0	294.0
C03290	1	C9H11NO3	L-threo-3-Phenylserine	0	96.0
C04294	1	C6H9NOS	5-(2-Hydroxyethyl)-4-methylthiazole; 4-Methyl-5-(2'-hydroxyethyl)-thiazole; 4-Methyl-5-(2-hydroxyethyl)-thiazole	0	76.0
C03097	1	C12H16O6	Aryl beta-D-glucoside	0	136.0
C11881	1	C20H32	Palustradiene	0	152.0
C01841	1	C15H24	Pentalenene	0	114.0
C17438	1	C45H76O7P2	di-trans,poly-cis-Nonaprenyl diphosphate; ditrans,hexacis-Nonaprenyl diphosphate	0	432.0
C00252	1	C12H22O11	Isomaltose; Brachiose	0	182.0
C05421	1	C40H64	15-cis-Phytoene; Phytoene	0	304.0
C04405	1	C26H44N7O18P3S	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA; (S)-3-Hydroxy-2-methylbutyryl-CoA	0	454.0
C10509	1	C22H22O9	Ononin; Formononetin 7-O-glucoside	0	226.0
C16365	1	C8H10N4O4	5-Acetylamino-6-formylamino-3-methyluracil; AFMU	0	118.0
C06538	1	C13H12N2O	Harmine	0	112.0
C16426	1	C15H23N5O10P2	Isopentenyladenosine-5'-diphosphate; Isopentenyl-ADP; N6-(Dimethylallyl)adenosine 5'-diphosphate	0	258.0
C06124	1	C18H38NO5P	Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate; S1P	0	208.0
C06359	1	C11H12O2	Ethyl cinnamate; 3-Phenylpropenoic acid ethyl	0	94.0
C02800	1	C5H6O4	4,5-Dioxopentanoate; 4-Oxoglutarate semialdehyde	0	68.0
C06141	1	C67H113N4O39R	GD1b; Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer; Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)LacCer	1	0.0
C20485	1	C5H6O6	(4S)-4-Hydroxy-2-oxoglutarate; (S)-2-Hydroxy-4-oxopentanedioate; L-4-Hydroxy-2-oxoglutarate	0	
C03691	1	C20H31N4O17P	CMP-N-glycoloylneuraminate; CMP-N-glycolylneuraminate; CMP-NeuNGc	0	330.0
C06199	1	C10H15NO	Hordenine; 4-[2-(Dimethylamino)ethyl]phenol	0	90.0
C00475	1	C9H13N3O5	Cytidine	0	128.0
C01765	1	C10H18O	(+)-Borneol; d-Borneol; Borneocamphor; endo-2-Bornanol; Sumatra camphor; (1R,2S,4R)-(+)-Borneol	0	86.0
C00215	1		Nucleotide	0	0.0
C00379	1	C5H12O5	Xylitol	0	82.0
C11388	1	C10H18O	(-)-Linalool; (R)-(-)-Linalool; (3R)-Linalool	0	86.0
C16210	1	C14H10O4	4-(3-Hydroxy-2-naphthyl)-2-oxobut-3-enoic acid	0	126.0
C04462	1	C11H15NO8	N-Succinyl-2-L-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxopimelate; N-Succinyl-2-amino-6-oxo-L-pimelic acid; N-Succinyl-epsilon-keto-L-aminopimelic acid; (S)-2-(Succinylamino)-6-oxoheptanedioate	0	152.0
C00408	1	C6H11NO2	L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid	0	70.0
C01185	1	C11H15NO9P	Nicotinate D-ribonucleotide; beta-Nicotinate D-ribonucleotide; Nicotinate ribonucleotide; Nicotinic acid ribonucleotide	0	174.0
C16267	1	C4H6O2	Cyclopropanecarboxylate	0	46.0
C08062	1	C12H11NO4	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate	0	122.0
C00272	1	C9H15N5O3	Tetrahydrobiopterin; 5,6,7,8-Tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone; L-erythro-Tetrahydrobiopterin	0	128.0
C00474	1	C5H12O5	Ribitol; Adonitol	0	82.0
C02355	1	C9H11N2O8P	2',3'-Cyclic UMP	0	158.0
C17210	1	C7H12O5S	2-(2'-Methylthio)ethylmalic acid; 2-(2'-Methylthio)ethylmalate	0	110.0
C00254	1	C10H10O6	Prephenate; Prephenic acid	0	118.0
C12173	1	C16H19NO3	Norgalanthamine; N-Demethylgalanthamine	0	146.0
C05818	1	C15H14O2(C5H8)n	2-Demethylmenaquinone	0	158.0
C01102	1	C4H10NO6P	O-Phospho-L-homoserine	0	104.0
C01177	1	C6H13O9P	Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate	0	136.0
C17010	1	C14H16O7	Dehypoxanthine futalosine	0	156.0
C16461	1	C10H16O2	Geranic acid; 3,7-Dimethylocta-2,6-dienoate; Geranate	0	92.0
C00492	1	C18H32O16	Raffinose; Melitose; Melitriose; Gossypose; 6G-alpha-D-galactosylsucrose	0	268.0
C02855	1	C6H16N4O9P2	N-Phospho-D-lombricine	0	182.0
C20859	1	C10H16O9R2	Galactosyl-1-alkyl-2-acylglycerol; Galactosyl-2-acyl-1-alkyl-sn-glycerol; 1-O-Alkyl-2-O-acyl-3-beta-galactosyl-sn-glycerol	2	
C00672	1	C5H11O7P	2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate	0	112.0
C19630	1		Diketone	0	0.0
C00217	1	C5H9NO4	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	0	78.0
C06213	1	C11H14N2	N-Methyltryptamine; N-Methylindoleethylamine; 1-Methyl-2-(3-indolyl)ethylamine	0	94.0
C00461	1	(C8H13NO5)n	Chitin; beta-1,4-Poly-N-acetyl-D-glucosamine; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1	0	0.0
C11521	1	C15H24N2O19P2S	UDP-6-sulfoquinovose	0	326.0
C00081	1	C10H15N4O14P3	ITP; Inosine 5'-triphosphate; Inosine triphosphate; Inosine tripolyphosphate	0	260.0
C02170	1	C4H6O4	Methylmalonate; Methylmalonic acid	0	62.0
C20710	1	C7H8O4	(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate; (3R,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1-carboxylate; DCDC	0	
C00736	1	C3H7NO2S	Cysteine; 2-Amino-3-mercaptopropionic acid	0	64.0
C01062	1	C6H10O7	5-Dehydro-D-gluconate; 5-Dehydrogluconate	0	102.0
C00111	1	C3H7O6P	Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate	0	88.0
C03124	1	C4H8N2O4	beta-L-Aspartylhydroxamate	0	78.0
C01157	1	C5H9NO3	Hydroxyproline; L-Hydroxyproline; trans-4-Hydroxy-L-proline	0	70.0
C12248	1	C5H6N4O5	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate; 2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline	0	104.0
C16467	1	C15H22N5O8P(C5H8O6PR)n(C5H8O6PR)n	cis-Prenyl-tRNA; tRNA containing N6-(cis-hydroxy)isopentenyladenosine	2	0.0
C02403	1	CO2R	Fatty acid anion; Alkanate; Alkane acid	1	0.0
C16562	1	C20H41N7O5S	Glutathionylspermine	0	266.0
C05239	1	C3H5N3	5-Aminoimidazole; Aminoimidazole; 4-Aminoimidazole	0	44.0
C04322	1	C5H7NO2	delta-1-Pyrroline-5-carboxylate; 3,4-Dihydro-2H-Pyrrole-2-carboxylate	0	60.0
C10660	1	C12H9NO2	Dictamnine	0	104.0
C06358	1	C10H10O2	Methyl cinnamate; 3-Phenyl-2-propenoic acid methyl	0	86.0
C04006	1	C6H13O9P	1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate	0	136.0
C06372	1	C14H25NO11	Lacto-N-biose; beta-D-Gal-(1->3)-D-GlcNAc; beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-glucosamine	0	204.0
C05946	1	C5H6O6	(4R)-4-Hydroxy-2-oxoglutarate; (R)-2-Hydroxy-4-oxopentanedioate; D-4-Hydroxy-2-oxoglutarate	0	84.0
C00349	1	C4H6O3	2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde	0	54.0
C09813	1	C28H44N7O18P3S	2-Ketocyclohexane-1-carboxyl-CoA; 2-Oxocyclohexane-1-carbonyl-CoA	0	466.0
C01250	1	C7H11NO4	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	0	92.0
C16393	1	C7H7N3O5	2-Hydroxylamino-4,6-dinitrotoluene	0	110.0
C16449	1	C15H21N5O5	cis-Zeatin riboside	0	186.0
C04287	1	C6H8O5	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione; D-2,3-Diketo-4-deoxy-epi-inositol; (3R,4S,5R)-3,4,5-Trihydroxy-1,2-cyclohexanedione; 3,5/4-Trihydroxycyclohexa-1,2-dione	0	84.0
C11878	1	C20H32	(-)-Abietadiene; Abietadiene	0	152.0
C18169	1	C12H19NO7R2	Diacylglyceryl-N,N,N-trimethylhomoserine; DGTS	2	0.0
C05167	1	C2H4NO2R	alpha-Amino acid	1	0.0
C02967	1	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n	DNA 5-methylcytosine; DNA containing 5-methylcytosine; 5-Methylcytosine (in DNA)	2	0.0
C20231	1	C4H6N2O4	(Z)-3-Ureidoacrylate peracid; Ureidoperacrylic acid	0	
C05921	1	C20H28N7O9PS	Biotinyl-5'-AMP	0	300.0
C01420	1	C6H12N2O4S2	Cystine; Dicysteine; alpha-Diamino-beta-dithiolactic acid	0	126.0
C19814	1	C20H32	Terpentetriene	0	152.0
C01168	1	C9H13N2O9P	Pseudouridine 5'-phosphate	0	168.0
C20158	1	C20H34O	(13E)-Labda-7,13-dien-15-ol	0	
C02320	1	C10H16N3O6SR	R-S-Glutathione	1	0.0
C04509	1	C50H84O7P2	di-trans,poly-cis-Decaprenyl diphosphate; ditrans,heptacis-Decaprenyl diphosphate	0	470.0
C00705	1	C9H15N3O10P2	dCDP; 2'-Deoxycytidine diphosphate; 2'-Deoxycytidine 5'-diphosphate	0	200.0
C00247	1	C6H12O6	L-Sorbose; L-xylo-Hexulose	0	96.0
C00362	1	C10H14N5O7P	dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate	0	180.0
C03981	1	C4H4O5	2-Hydroxyethylenedicarboxylate; enol-Oxaloacetate; enol-Oxaloacetic acid; 2-Hydroxybut-2-enedioic acid	0	68.0
C03015	1	C4H8N2O4	O-Carbamoyl-L-serine	0	78.0
C04730	1	C42H73N2O21R	GM3; (N-Acetylneuraminyl)-D-galactosyl-D-glucosylceramide; alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide; N-Acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide; Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer	1	0.0
C04351	1	C10H13NO	(R)-2-Methylimino-1-phenylpropan-1-ol	0	88.0
C20276	1	C35H56	Tetraprenyl-beta-curcumene	0	
C04080	1	C3H6NO2R	N-(Long-chain-acyl)ethanolamine	1	0.0
C05556	1	C14H25N3O6S	delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine; N-[L-5-Amino-5-carboxypentanoyl]-L-cysteinyl-D-valine; L-delta-(alpha-Aminoadipoyl)-L-cysteinyl-D-valine; ACV	0	194.0
C02137	1	C8H6O3	alpha-Oxo-benzeneacetic acid; Benzoylformate; Benzoylformic acid; Phenylglyoxylic acid; Phenylglyoxylate; 2-Oxo-2-phenylacetate	0	78.0
C00052	1	C15H24N2O17P2	UDP-alpha-D-galactose; UDP-D-galactose; UDP-galactose; UDP-D-galactopyranose; UDP-alpha-D-galactopyranose	0	294.0
C00488	1	CH3NO	Formamide; Methanamide	0	24.0
C06143	1	(C4H6O2)n	Poly-beta-hydroxybutyrate	0	0.0
C00350	1	C7H12NO8PR2	Phosphatidylethanolamine; (3-Phosphatidyl)ethanolamine; (3-Phosphatidyl)-ethanolamine; Cephalin; O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine; 1-Acyl-2-acyl-sn-glycero-3-phosphoethanolamine; L-1-Phosphatidylethanolamine	2	0.0
C03442	1	C16H26N2O15P2	dTDP-L-dihydrostreptose	0	286.0
C03912	1	C5H7NO2	(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate	0	60.0
C04390	1	C9H16N2O5	N6-Acetyl-LL-2,6-diaminoheptanedioate; N2-Acetyl-LL-2,6-diaminoheptanedioate; N6-Acetyl-LL-2,6-diaminopimelate; N2-Acetyl-LL-2,6-diaminopimelate; N6-Acetyl-L-2,6-diaminoheptanedioate; N6-Acetyl-L-2,6-diaminopimelate; N-Acetyl-LL-2,6-diaminoheptanedioate	0	124.0
C01180	1	C5H8O3S	4-Methylthio-2-oxobutanoic acid; 4-Methylthio-2-oxobutanoate; 2-Keto-4-methylthiobutyric acid; 2-Oxo-4-methylthiobutanoate; 2-Oxo-4-methylthiobutanoic acid	0	78.0
C05528	1	C3H4O6S	3-Sulfopyruvate; 3-Sulfopyruvic acid	0	86.0
C05653	1	C8H7NO3	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid	0	86.0
C05080	1	C31H36N2O11	Novobiocin	0	324.0
C00921	1	C14H14N6O3	Dihydropteroate; 7,8-Dihydropteroate	0	164.0
C05341	1	C9H19N3O3	beta-Alanyl-L-lysine	0	118.0
C03483	1	C10H17N5O16P4	Adenosine tetraphosphate; Adenosine 5'-tetraphosphate	0	300.0
C04017	1	C13H21NO10	N-Acetyl-9-O-acetylneuraminate; N,9-O-Diacetylneuraminate	0	186.0
C00019	1	C15H22N6O5S	S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM	0	210.0
C01187	1	C8H14O8	3-Deoxy-D-manno-octulosonate; KDO; 2-Dehydro-3-deoxy-D-octonate; 3-Deoxy-D-manno-2-octulosonate; 3-Deoxyoctulosonic acid	0	126.0
C11516	1	C9H17O12P	2-(alpha-D-Mannosyl)-3-phosphoglycerate	0	182.0
C06380	1	C5H6NO5R	N-Acyl-D-aspartate	1	0.0
C03263	1	C36H44N4O8	Coproporphyrinogen III	0	352.0
C03440	1	C5H9NO3	cis-4-Hydroxy-D-proline	0	70.0
C00620	1	C5H11O8P	alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate	0	120.0
C10858	1	C9H15NO3	Ecgonine	0	100.0
C05359	1		e-; Electron	0	0.0
C00300	1	C4H9N3O2	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	0	70.0
C03003	1	C12H16NO7	N-Glucosylnicotinate	0	150.0
C10126	1	C10H12N2	Anatabine; (-)-Anatabine	0	86.0
C16155	1	C14H20N2O16P2	UDP-L-Ara4O; UDP-4''-ketopentose; Uridine 5'-diphospho-beta-(L-threo-pentapyranosyl-4''-ulose); UDP-beta-L-threo-pentapyranos-4-ulose	0	276.0
C01489	1	C6H14O6	D-Iditol	0	98.0
C16482	1	C7H7FO4	2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate	0	90.0
C06249	1	C7H13N3O2R2	Apo-[carboxylase]	2	0.0
C06356	1	C13H10O4	2,4,6-Trihydroxybenzophenone; Phenyl(2,4,6-trihydroxyphenyl)-methanone	0	120.0
C02336	1	C6H12O6	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	0	
C19823	1	C17H25N3O16P2	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose	0	306.0
C20121	1	C15H27O4P	trans,trans-Farnesyl phosphate; Farnesyl phosphate; (2E,6E)-Farnesyl phosphate	0	
C06079	1	C17H20O6	PR-toxin; PR Toxin	0	170.0
C16157	1	C60H100NO7P	Undecaprenyl phosphate alpha-L-Ara4N; 4-Amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate	0	538.0
C00640	1	C24H39N7O18P3SR	(3S)-3-Hydroxyacyl-CoA; (S)-3-Hydroxyacyl-CoA	1	0.0
C18349	1	C15H12O10	4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate	0	182.0
C00168	1	C3H4O4	Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	0	54.0
C16464	1	C31H52N7O17P3S	Citronellyl-CoA	0	484.0
C04477	1	C6H16O18P4	1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate	0	256.0
C00847	1	C8H9NO4	4-Pyridoxate; 4-Pyridoxic acid	0	96.0
C01987	1	C6H7NO	2-Aminophenol; 2-Hydroxyaniline; 2-Aminobenzenol; o-Aminophenol	0	58.0
