cid	iter	formula	name	num_rgroup	electrons
C06366	1	C8H21N3	sym-Homospermidine; Homospermidine	0	90.0
C06006	1	C6H10O4	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	0	78.0
C03277	1	C6H6N2O3	Imidazol-5-yl-pyruvate; 3-(Imidazol-5-yl)pyruvate; Imidazole pyruvate; Imidazole pyruvic acid	0	80.0
C01031	1	C11H17N3O7S	S-Formylglutathione	0	176.0
C01996	1	C7H16NO2	Acetylcholine; O-Acetylcholine	0	80.0
C00130	1	C10H13N4O8P	IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	0	180.0
C03172	1	C6H14NO2S	S-Methyl-L-methionine	0	88.0
C00031	1	C6H12O6	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose	0	96.0
C07282	1	C11H22N4O2R2	[eIF5A-precursor]-deoxyhypusine; Protein N6-(4-Aminobutyl)-L-lysine	2	0.0
C03233	1	C8H6O6	4,5-Dihydroxyphthalate; 4,5-Dihydroxyphthalic acid	0	102.0
C15563	1	C10H16N5O9P	2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	0	198.0
C03826	1	C5H8O5	2-Dehydro-3-deoxy-D-xylonate; 2-Dehydro-3-deoxy-D-arabinonate; 2-Dehydro-3-deoxy-D-pentonate; (4S)-4,5-Dihydroxy-2-oxopentanoate	0	78.0
C00842	1	C16H26N2O16P2	dTDP-glucose; dTDP-D-glucose; dTDP-alpha-D-glucose	0	294.0
C11472	1	C7H16O13P2	D-glycero-beta-D-manno-Heptose 1,7-bisphosphate	0	192.0
C01214	1	C6H13NO5	1-Amino-1-deoxy-scyllo-inositol; scyllo-Inosamine	0	96.0
C01117	1	C5H10O7PR	Nucleoside 5'-phosphate	1	0.0
C11926	1	C16H24N2O15P2	dTDP-4-oxo-6-deoxy-D-allose; dTDP-4-dehydro-6-deoxy-alpha-D-allose; dTDP-4-dehydro-6-deoxy-alpha-D-gulose	0	284.0
C02376	1	C5H7N3O	5-Methylcytosine	0	66.0
C02067	1	C9H12N2O6	Pseudouridine	0	128.0
C01236	1	C6H11O9P	D-Glucono-1,5-lactone 6-phosphate; 6-Phospho-D-glucono-1,5-lactone	0	134.0
C04582	1	C6H13O7PS	S-Methyl-5-thio-D-ribulose 1-phosphate	0	136.0
C20239	1	C7H9N5O3	6-Carboxy-5,6,7,8-tetrahydropterin; 6-Carboxytetrahydropterin	0	
C04479	1	C9H10O6	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate; (2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	0	112.0
C00035	1	C10H15N5O11P2	GDP; Guanosine 5'-diphosphate; Guanosine diphosphate	0	228.0
C01005	1	C3H8NO6P	O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine	0	96.0
C06241	1	C11H20NO12P	N-Acetylneuraminate 9-phosphate	0	204.0
C00439	1	C6H10N2O4	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate	0	92.0
C00201	1	C5H12O13P3R	Nucleoside triphosphate; NTP; Nucleoside 5'-triphosphate	1	0.0
C06007	1	C6H12O4	(R)-2,3-Dihydroxy-3-methylpentanoate; (R)-2,3-Dihydroxy-3-methylvalerate; (2R,3R)-2,3-Dihydroxy-3-methylpentanoate	0	80.0
C11516	1	C9H17O12P	2-(alpha-D-Mannosyl)-3-phosphoglycerate	0	182.0
C00019	1	C15H22N6O5S	S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM	0	210.0
C00935	1	C14H22N2O16P2	UDP-L-arabinose; UDP-L-arabinopyranose; UDP-beta-L-arabinopyranose	0	278.0
C06156	1	C6H14NO8P	alpha-D-Glucosamine 1-phosphate; D-Glucosamine 1-phosphate	0	136.0
C16741	1	C6H14N2O3	L-Hydroxylysine; 5-Hydroxy-L-lysine; L-erythro-5-Hydroxylysine; (5R)-5-Hydroxy-L-lysine	0	88.0
C04734	1	C10H15N4O9P	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide; 5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide; 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide; FAICAR	0	190.0
C00334	1	C4H9NO2	4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid; GABA	0	56.0
C04015	1	C13H21NO10	N-Acetyl-4-O-acetylneuraminate; N,4-O-Diacetylneuraminate	0	186.0
C00197	1	C3H7O7P	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	0	96.0
C00941	1	C9H12N3O7P	3',5'-Cyclic CMP; Cytidine 3',5'-cyclic monophosphate	0	158.0
C00052	1	C15H24N2O17P2	UDP-alpha-D-galactose; UDP-D-galactose; UDP-galactose; UDP-D-galactopyranose; UDP-alpha-D-galactopyranose	0	294.0
C01231	1	C6H14O12P2	alpha-D-Glucose 1,6-bisphosphate; alpha-D-Glucose 1,6-biphosphate; D-Glucose 1,6-bisphosphate	0	176.0
C15548	1	C12H22O11	2-alpha-D-Glucosyl-D-glucose	0	182.0
C03453	1	C6H6O5	gamma-Oxalocrotonate; (Z)-5-Oxohex-2-enedioate; 4-Oxalocrotonate	0	82.0
C04257	1	C8H16NO9P	N-Acetyl-D-mannosamine 6-phosphate; N-Acetylmannosamine 6-phosphate	0	158.0
C02591	1	C12H23O14P	Sucrose 6'-phosphate; Sucrose 6F-phosphate	0	222.0
C00488	1	CH3NO	Formamide; Methanamide	0	24.0
C12317	1	C4H9NO3	D-Allothreonine; D-allo-Threonine	0	64.0
C19882	1	C7H15O10P	D-glycero-D-manno-Heptose 7-phosphate	0	
C06397	1	C17H27N5O16P2	ADP-D-glycero-beta-D-manno-heptose	0	322.0
C00320	1	HS2O3	Thiosulfate; Hyposulfite	0	58.0
C04390	1	C9H16N2O5	N6-Acetyl-LL-2,6-diaminoheptanedioate; N2-Acetyl-LL-2,6-diaminoheptanedioate; N6-Acetyl-LL-2,6-diaminopimelate; N2-Acetyl-LL-2,6-diaminopimelate; N6-Acetyl-L-2,6-diaminoheptanedioate; N6-Acetyl-L-2,6-diaminopimelate; N-Acetyl-LL-2,6-diaminoheptanedioate	0	124.0
C01180	1	C5H8O3S	4-Methylthio-2-oxobutanoic acid; 4-Methylthio-2-oxobutanoate; 2-Keto-4-methylthiobutyric acid; 2-Oxo-4-methylthiobutanoate; 2-Oxo-4-methylthiobutanoic acid	0	78.0
C05528	1	C3H4O6S	3-Sulfopyruvate; 3-Sulfopyruvic acid	0	86.0
C20845	1	C6H11NO5	(4S,5R)-4,5,6-Trihydroxy-2-iminohexanoate	0	
C20896	1	C6H8O7	D-Galactaro-1,4-lactone	0	
C00624	1	C7H11NO5	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid	0	100.0
C20775	1	C11H15NO10	beta-Citryl-L-glutamate; beta-Citrylglutamate	0	
C18232	1	C5H5NO4	N-Formylmaleamic acid	0	74.0
C02427	1	C7H15N3O3	L-Homocitrulline	0	102.0
C06197	1	C20H27N10O16P3	P1,P3-Bis(5'-adenosyl) triphosphate; ApppA; Adenosine 5'-triphosphate 5'-adenosine	0	390.0
C05359	1		e-; Electron	0	0.0
C00300	1	C4H9N3O2	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	0	70.0
C04534	1	C12H23O14P	6-Phospho-beta-D-glucosyl-(1,4)-D-glucose; Cellobiose 6-phosphate	0	222.0
C15854	1	C11H20N4O2R2	N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine; N-(4-Aminobutylidene)-[enzyme]-lysine	2	0.0
C20641	1	C15H21N6O11P	L-Threonylcarbamoyladenylate; L-Threonylcarbamoyl-AMP; TC-AMP	0	
C02091	1	C3H7N3O3	(S)-Ureidoglycine	0	70.0
C01113	1	C6H13O9P	D-Galactose 6-phosphate; 6-Phospho-D-galactose	0	136.0
C02353	1	C10H12N5O6P	2',3'-Cyclic AMP	0	170.0
C04501	1	C8H16NO9P	N-Acetyl-alpha-D-glucosamine 1-phosphate	0	158.0
C02336	1	C6H12O6	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	0	
C19823	1	C17H25N3O16P2	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose	0	306.0
C00818	1	C6H10O8	D-Glucarate; D-Glucaric acid; L-Gularic acid; D-Saccharic acid; D-Glucosaccharic acid; Glucaric acid; Glucarate	0	110.0
C04053	1	C6H8O6	5-Dehydro-4-deoxy-D-glucuronate; 4-Deoxy-L-threo-5-hexosulose uronate	0	92.0
C01127	1	C5H6O6	4-Hydroxy-2-oxoglutarate; 4-Hydroxy-2-oxoglutaric acid	0	84.0
C00208	1	C12H22O11	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	0	182.0
C03174	1	C14H21N3O9S	S-Succinylglutathione	0	214.0
C02237	1	C5H7NO3	5-Oxo-D-proline; D-Pyroglutamic acid; D-5-Pyrrolidone-2-carboxylic acid	0	68.0
C00737	1	C6H12O6	D-Aldose; D-Aldose1; D-Aldose2	0	96.0
C16352	1	C11H15N4O6	7-Methylxanthosine	0	156.0
C00286	1	C10H16N5O13P3	dGTP; 2'-Deoxyguanosine 5'-triphosphate; Deoxyguanosine 5'-triphosphate; Deoxyguanosine triphosphate	0	260.0
C00593	1	C2H4O4S	Sulfoacetaldehyde; 2-Sulfoacetaldehyde	0	64.0
C01182	1	C5H12O11P2	D-Ribulose 1,5-bisphosphate	0	160.0
C06244	1	C2H5NO	Acetamide	0	32.0
C12147	1	C4H10NO6P	L-Threonine O-3-phosphate; L-Threonine phosphate; O-Phospho-L-threonine	0	104.0
C00620	1	C5H11O8P	alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate	0	120.0
C00327	1	C6H13N3O3	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline	0	94.0
C03483	1	C10H17N5O16P4	Adenosine tetraphosphate; Adenosine 5'-tetraphosphate	0	300.0
C04039	1	C5H10O4	2,3-Dihydroxy-3-methylbutanoate; 2,3-Dihydroxy-isovalerate; 2,3-Dihydroxy-isovaleric acid	0	72.0
C13482	1	C4H12NO4P	Phosphodimethylethanolamine	0	90.0
C00438	1	C5H8N2O5	N-Carbamoyl-L-aspartate	0	92.0
C19791	1	C9H17O12P	2-O-(alpha-D-Glucopyranosyl)-3-phospho-D-glycerate; (2R)-2-(alpha-D-Glucopyranosyloxy)-3-(phosphonooxy)propanoate	0	182.0
C01879	1	C5H7NO3	Pidolic acid; 5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid	0	68.0
C00155	1	C4H9NO2S	L-Homocysteine; L-2-Amino-4-mercaptobutyric acid; Homocysteine	0	72.0
C06555	1	C2H5N3O2	Biuret	0	54.0
C00084	1	C2H4O	Acetaldehyde; Ethanal	0	24.0
C05361	1	N2H4	Hydrazine	0	18.0
C00105	1	C9H13N2O9P	UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid	0	168.0
C03418	1	C5H10O7PR	Nucleoside 2'-phosphate	1	0.0
C00490	1	C5H6O4	Itaconate; Itaconic acid; Methylenesuccinic acid	0	68.0
C00169	1	CH4NO5P	Carbamoyl phosphate	0	72.0
C03661	1	C18H32O16	1F-beta-D-Fructosylsucrose; beta-D-Fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside	0	268.0
C03283	1	C4H10N2O2	L-2,4-Diaminobutanoate; alpha,gamma-Diaminobutyrate; L-2,4-Diaminobutyrate	0	64.0
C00002	1	C10H16N5O13P3	ATP; Adenosine 5'-triphosphate	0	260.0
C01075	1	C6H13NO8S	N-Sulfo-D-glucosamine	0	136.0
C15650	1	C6H11O6PS	2,3-Diketo-5-methylthiopentyl-1-phosphate; 5-(Methylthio)-2,3-dioxopentyl phosphate	0	126.0
C20277	1	C6H14N2O2	(2R,3R)-3-Methylornithine; (3R)-3-Methyl-D-ornithine	0	
C05382	1	C7H15O10P	Sedoheptulose 7-phosphate; D-Sedoheptulose 7-phosphate; D-altro-Heptulose 7-phosphate; altro-Heptulose 7-phosphate	0	152.0
C00330	1	C10H13N5O4	Deoxyguanosine; 2'-Deoxyguanosine	0	140.0
C00454	1	C5H11O10P2R	NDP; Nucleoside diphosphate; Nucleoside 5'-diphosphate	1	0.0
C00763	1	C5H9NO2	D-Proline	0	62.0
C03090	1	C5H12NO7P	5-Phosphoribosylamine; 5-Phospho-beta-D-ribosylamine; 5-Phospho-D-ribosylamine; 5-Phosphoribosyl-1-amine	0	120.0
C06194	1	C10H12N5O7P	2',3'-Cyclic GMP	0	178.0
C00250	1	C8H9NO3	Pyridoxal	0	88.0
C05341	1	C9H19N3O3	beta-Alanyl-L-lysine	0	118.0
C00059	1	H2SO4	Sulfate; Sulfuric acid	0	50.0
C01990	1	C6H6O8	3-Oxalomalate; 3-Oxalomalic acid	0	106.0
C04017	1	C13H21NO10	N-Acetyl-9-O-acetylneuraminate; N,9-O-Diacetylneuraminate	0	186.0
C00074	1	C3H5O6P	Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	0	86.0
C03078	1	C5H12N4O	4-Guanidinobutanamide	0	78.0
C03906	1	C5H11O8P	beta-L-Arabinose 1-phosphate	0	
C02614	1	C5H8O5	(S)-2-Methylmalate; (S)-2-Methylmalic acid; (S)-Citramalate; (S)-Citramalic acid; (S)-alpha-Hydroxypyrotartaric acid; L-Citramalate; L-Citramalic acid; L-alpha-Hydroxypyrotartaric acid; (2S)-2-Hydroxy-2-methylbutanedioate; (S)-2-Hydroxy-2-methylsuccinic acid	0	78.0
C04063	1	C6H14O12P2	D-myo-Inositol 3,4-bisphosphate; 1D-myo-Inositol 3,4-bisphosphate; Inositol 3,4-bisphosphate	0	176.0
C11549	1	(C8H14O2)n	Poly[(R)-3-hydroxyoctanoate]n; Poly[(R)-3-hydroxyoctanoate]n-x	0	0.0
C00697	1	N2	Nitrogen; N2	0	14.0
C05548	1	C8H13NO4	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate	0	100.0
C00357	1	C8H16NO9P	N-Acetyl-D-glucosamine 6-phosphate	0	158.0
C07305	1		Products of ATP breakdown	0	0.0
C05379	1	C6H6O7	Oxalosuccinate; Oxalosuccinic acid	0	98.0
C16688	1	C12H23O14P	Sucrose 6-phosphate; 6-Phosphosucrose; 6-O-Phosphonosucrose; beta-D-Fructofuranosyl-6-O-phosphono-alpha-D-glucopyranoside	0	222.0
C03097	1	C12H16O6	Aryl beta-D-glucoside	0	136.0
C02350	1	C4H6N4O3	(S)-Allantoin; (S)(+)-Allantoin	0	82.0
C00104	1	C10H14N4O11P2	IDP; Inosine 5'-diphosphate; Inosine diphosphate	0	220.0
C00655	1	C10H13N4O9P	Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate	0	188.0
C02739	1	C15H25N5O20P4	1-(5-Phospho-D-ribosyl)-ATP; Phosphoribosyl-ATP; N1-(5-Phospho-D-ribosyl)-ATP; 1-(5-Phosphoribosyl)-ATP; 1-(5-Phospho-beta-D-ribosyl)-ATP	0	370.0
C00631	1	C3H7O7P	2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate	0	96.0
C01346	1	C9H14N2O11P2	dUDP; 2'-Deoxyuridine 5'-diphosphate	0	200.0
C06398	1	C17H27N5O16P2	ADP-L-glycero-beta-D-manno-heptose	0	322.0
C06442	1	C6H12N2O3	N(gamma)-Acetyldiaminobutyrate; N4-Acetyl-L-2,4-diaminobutyrate; N4-Acetyl-L-2,4-diaminobutanoate	0	86.0
C20190	1	C20H30N10O25P6	P1,P6-Bis(5'-adenosyl)hexaphosphate	0	
C00044	1	C10H16N5O14P3	GTP; Guanosine 5'-triphosphate	0	268.0
C19669	1	C10H26N4	Thermospermine	0	114.0
C03110	1	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n	DNA N4-methylcytosine	2	0.0
C00388	1	C5H9N3	Histamine; 1H-Imidazole-4-ethanamine; 2-(4-Imidazolyl)ethylamine	0	60.0
C20236	1	C12H22O11	4-O-beta-D-Mannopyranosyl-D-glucopyranose	0	
C03406	1	C10H18N4O6	N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid	0	154.0
C15667	1	C9H14N3O9P	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	0	176.0
C02827	1	C6H12O9S	D-Glucose 6-sulfate	0	136.0
C01100	1	C6H12N3O4P	L-Histidinol phosphate	0	116.0
C04494	1	C10H18N5O20P5	Guanosine 3'-diphosphate 5'-triphosphate; Guanosine 5'-triphosphate,3'-diphosphate	0	348.0
C01419	1	C5H10N2O3S	Cys-Gly; L-Cysteinylglycine	0	94.0
C20245	1	C17H28N3O20P3	UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate	0	
C01010	1	C2H4N2O3	Urea-1-carboxylate; Allophanate; Allophanic acid	0	54.0
C04434	1	C7H6O7	(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate; 4-Oxalomesaconate; 4-Oxalmesaconic acid	0	104.0
C00214	1	C10H14N2O5	Thymidine; Deoxythymidine	0	128.0
C04051	1	C4H6N4O	5-Amino-4-imidazolecarboxyamide	0	66.0
C04640	1	C8H16N3O8P	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	0	164.0
C00691	1	C6H10O6	2,4,6/3,5-Pentahydroxycyclohexanone; scyllo-Inosose; 2-Inosose	0	94.0
C04895	1	C9H16N5O13P3	7,8-Dihydroneopterin 3'-triphosphate; 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate; 6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin; 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin	0	254.0
C06192	1	C16H25N5O15P2	ADP-mannose; APD-D-mannose	0	306.0
C04477	1	C6H16O18P4	1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate	0	256.0
C00168	1	C3H4O4	Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	0	54.0
C01187	1	C8H14O8	3-Deoxy-D-manno-octulosonate; KDO; 2-Dehydro-3-deoxy-D-octonate; 3-Deoxy-D-manno-2-octulosonate; 3-Deoxyoctulosonic acid	0	126.0
C00684	1	C5H8O5	2-Dehydro-3-deoxy-L-arabinonate; 2-Dehydro-3-deoxy-L-pentonate	0	78.0
C00230	1	C7H6O4	3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuate; Protocatechuic acid	0	80.0
C00363	1	C10H16N2O11P2	dTDP; Deoxythymidine 5'-diphosphate	0	208.0
C01384	1	C4H4O4	Maleic acid; Maleate; cis-Butenedioic acid	0	60.0
C01935	1	(C12H20O10)n	Maltodextrin; Maltodextrin(n); Maltodextrin(n-2); n+2 Maltodextrin; Linear maltodextrin	0	0.0
C04442	1	C6H11O9P	2-Dehydro-3-deoxy-6-phospho-D-gluconate; 6-Phospho-2-dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-6-phosphogluconate; 2-Dehydro-3-deoxy-D-gluconate 6-phosphate	0	134.0
C04691	1	C7H13O10P	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate; 3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-Deoxy-arabino-heptulonate 7-phosphate; 3-Deoxy-D-arabino-heptulosonic acid 7-phosphate; DAHP; 2-Dahp	0	150.0
C00167	1	C15H22N2O18P2	UDP-glucuronate; UDPglucuronate; UDP-D-glucuronate; UDP-alpha-D-glucuronate	0	300.0
C03659	1	C7H14O6	1-O-Methyl-myo-inositol; 1D-1-O-Methyl-myo-inositol	0	104.0
C01250	1	C7H11NO4	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	0	92.0
C20560	1	C8H21N5	N1-(3-Aminopropyl)agmatine; N1-Aminopropylagmatine	0	
C15767	1	C9H16N2O5	4-(L-gamma-Glutamylamino)butanoate; gamma-Glutamyl-gamma-aminobutyrate; 4-(Glutamylamino)butanoate; gamma-Glutamyl-GABA	0	124.0
C19838	1	C4H7NO5	D-erythro-3-Hydroxyaspartate	0	78.0
C01219	1	C15H23N3O15P2	CDP-4-dehydro-6-deoxy-D-glucose	0	284.0
C19879	1	C7H16O13P2	D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate	0	
C00179	1	C5H14N4	Agmatine; (4-Aminobutyl) guanidine	0	72.0
C00793	1	C3H7NO2S	D-Cysteine; D-Amino-3-mercaptopropionic acid	0	64.0
C00558	1	C6H10O7	D-Tagaturonate; D-Tagaturonic acid	0	102.0
C00333	1	C6H10O7	D-Galacturonate; D-Galacturonic acid	0	102.0
C00385	1	C5H4N4O2	Xanthine	0	78.0
C00559	1	C10H13N5O3	Deoxyadenosine; 2'-Deoxyadenosine	0	132.0
C01283	1	C6H14NO8P	1-Amino-1-deoxy-scyllo-inositol 4-phosphate; scyllo-Inosamine 4-phosphate	0	136.0
C00739	1	C6H14N2O2	D-Lysine; D-2,6-Diaminohexanoic acid	0	80.0
C10906	1	C6H12O6	D-Fructose	0	96.0
C00795	1	C6H12O6	D-Tagatose; lyxo-Hexulose	0	96.0
C00508	1	C5H10O5	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose	0	80.0
C00581	1	C3H7N3O2	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid	0	62.0
C01204	1	C6H18O24P6	Phytic acid; Phytate; myo-Inositol hexakisphosphate; 1D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate; D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate; myo-Inositol 1,2,3,4,5,6-hexakisphosphate; Inositol 1,2,3,4,5,6-hexakisphosphate; 1D-myo-Inositol hexakisphosphate	0	336.0
C02670	1	C6H8O6	D-Glucuronolactone; Glucurone; D-Glucurono-3,6-lactone; D-Glucurone	0	92.0
C00433	1	C5H6O4	2,5-Dioxopentanoate; 2-Oxoglutarate semialdehyde	0	68.0
C03166	1	C3H8N3O5P	Phosphoguanidinoacetate; Guanidinoacetate phosphate	0	102.0
C00573	1	(C28H46N2O29S3)n	Keratan sulfate; Kerato sulfate; Keratan 6'-sulfate; Keratan; Kerato 6'-sulfate	0	0.0
C03851	1	C10H15N6O6P	Adenosine 5'-phosphoramidate	0	180.0
C01044	1	C5H7NO5	N-Formyl-L-aspartate	0	84.0
C00067	1	CH2O	Formaldehyde; Methanal; Oxomethane; Oxomethylene; Methylene oxide; Formalin	0	16.0
C11907	1	C16H24N2O15P2	dTDP-4-oxo-6-deoxy-D-glucose; dTDP-4-dehydro-6-deoxy-D-glucose; dTDP-4-dehydro-6-deoxy-alpha-D-glucose; dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose; dTDP-4-oxo-6-deoxy-alpha-D-glucose; dTDP-4-dehydro-6-deoxy-alpha-D-galactose; dTDP-4-dehydro-6-deoxy-D-galactose; dTDP-6-deoxy-D-xylo-hexos-4-ulose; 4,6-Dideoxy-4-oxo-dTDP-D-glucose	0	284.0
C00498	1	C16H25N5O15P2	ADP-glucose; Adenosine diphosphoglucose	0	306.0
C15668	1	C4H7N	1-Pyrroline; 3,4-Dihydro-2H-pyrrole	0	38.0
C04287	1	C6H8O5	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione; D-2,3-Diketo-4-deoxy-epi-inositol; (3R,4S,5R)-3,4,5-Trihydroxy-1,2-cyclohexanedione; 3,5/4-Trihydroxycyclohexa-1,2-dione	0	84.0
C02967	1	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n	DNA 5-methylcytosine; DNA containing 5-methylcytosine; 5-Methylcytosine (in DNA)	2	0.0
C01672	1	C5H14N2	Cadaverine; 1,5-Pentanediamine; 1,5-Diaminopentane; Pentamethylenediamine	0	58.0
C00736	1	C3H7NO2S	Cysteine; 2-Amino-3-mercaptopropionic acid	0	64.0
C07838	1	C7H15O10P	D-glycero-beta-D-manno-Heptose 1-phosphate	0	152.0
C05340	1	C9H19N5O3	beta-Alanyl-L-arginine	0	132.0
C00111	1	C3H7O6P	Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate	0	88.0
C05364	1	C7H6O7	4-Carboxy-2-oxo-3-hexenedioate	0	104.0
C03373	1	C8H14N3O7P	Aminoimidazole ribotide; AIR; 1-(5'-Phosphoribosyl)-5-aminoimidazole; 5'-Phosphoribosyl-5-aminoimidazole; 1-(5-Phospho-D-ribosyl)-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole	0	154.0
C00106	1	C4H4N2O2	Uracil	0	58.0
C12248	1	C5H6N4O5	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate; 2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline	0	104.0
C12624	1	C9H8O6	2-Hydroxy-6-ketononatrienedioate; (2Z,4E,7E)-2-Hydroxy-6-oxonona-2,4,7-triene-1,9-dioate	0	110.0
C06372	1	C14H25NO11	Lacto-N-biose; beta-D-Gal-(1->3)-D-GlcNAc; beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-glucosamine	0	204.0
C00279	1	C4H9O7P	D-Erythrose 4-phosphate	0	104.0
C02655	1	C8H14O7	6-Acetyl-D-glucose	0	118.0
C00090	1	C6H6O2	Catechol; 1,2-Benzenediol; o-Benzenediol; 1,2-Dihydroxybenzene; Brenzcatechin; Pyrocatechol	0	58.0
C16562	1	C20H41N7O5S	Glutathionylspermine	0	266.0
C00545	1	C5H10O6	L-Arabinonate	0	88.0
C01267	1	C6H9N2O5P	3-(Imidazol-4-yl)-2-oxopropyl phosphate; Imidazole-acetol phosphate	0	114.0
C04322	1	C5H7NO2	delta-1-Pyrroline-5-carboxylate; 3,4-Dihydro-2H-Pyrrole-2-carboxylate	0	60.0
C20258	1	C7H9NO5	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate; (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate; HTPA	0	
C02167	1	C7H6O6	Maleylpyruvate; Maleylpyruvic acid; 3-Maleylpyruvate	0	96.0
C00645	1	C8H15NO6	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose	0	118.0
C03419	1	C5H10O7PR	Nucleoside 3'-phosphate	1	0.0
C03981	1	C4H4O5	2-Hydroxyethylenedicarboxylate; enol-Oxaloacetate; enol-Oxaloacetic acid; 2-Hydroxybut-2-enedioic acid	0	68.0
