cid	formula	name	num_rgroup	electrons
C04465	C76H142O15	alpha,alpha'-Trehalose 6,6'-bismycolate	0	718
C04466	(C10H14NO8R)n	alpha-2,8-Linked polymer of sialic acid; Poly(sialoside)	1	0
C04468	C14H12O2	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol; cis-3,4-Dihydroxy-3,4-dihydrophenanthrene	0	112
C04469	C13H17N	(+/-)-2-(4'-Isobutylphenyl)propionitrile	0	102
C04471	C6H8O6	(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate	0	92
C04473		3-alpha-D-Galactosyl-[lipopolysaccharide glucose]	0	0
C04475	C6H12NO7PR2	1-Alkyl-2-acylglycerophosphoethanolamine; 1-Radyl-2-acyl-sn-glycero-3-phosphoethanolamine; 1-Organyl-2-acyl-sn-glycero-3-phosphoethanolamine; O-1-Alkyl-2-acyl-sn-glycero-3-phosphoethanolamine; 2-Acyl-1-alkyl-sn-glycero-3-phosphoethanolamine	2	0
C04476	C5H13NO6PR	1-Alkyl-sn-glycero-3-phosphoethanolamine	1	0
C04477	C6H16O18P4	1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate	0	256
C04478	C8H15O11P	3-Deoxy-D-manno-octulosonate 8-phosphate; 2-Dehydro-3-deoxy-D-octonate 8-phosphate	0	166
C04479	C9H10O6	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate; (2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	0	112
C04480	C7H6O6	3-Carboxy-2-hydroxymuconate semialdehyde	0	96
C04482	C14H25N2O11PR2	3-O-L-Lysyl-1-O-phosphatidylglycerol	2	0
C04483	C24H40O4	Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid	0	216
C04484	C7H6O6	4-Carboxy-2-hydroxymuconate semialdehyde; 4-Carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde	0	96
C04485	C14H12O2S2	5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene	0	144
C04486	C12H10OS2	5-(4-Hydroxybut-1-ynyl)-2,2'-bithiophene; 3-Butyn-1-ol, 4-(5-(2-thienyl)-2-thienyl)-	0	122
C04487	C13H23N3O8R2	5-(D-Galactosyloxy)-L-lysine-procollagen; Procollagen 5-(D-galactosyl)-L-lysine; Procollagen 5-(D-galactosyloxy)-L-lysine; Procollagen beta-D-galactosyl-L-hydroxylysine	2	0
C04488	C31H47N6O16P	5-Methyl-5,6,7,8-tetrahydromethanopterin; 5-Methyltetrahydromethanopterin; 5-Methyl-H4MPT; 5-Methyl-THMPT	0	418
C04489	C30H39N9O12	5-Methyltetrahydropteroyltri-L-glutamate	0	378
C04491	C27H31O15.Cl	Cyanidin-3-rhamnoglucoside chloride; Cyanidin 3-rutinoside chloride; Keracyanin chloride	0	312
C04494	C10H18N5O20P5	Guanosine 3'-diphosphate 5'-triphosphate; Guanosine 5'-triphosphate,3'-diphosphate	0	348
C04498	C14H20N4O2	p-Coumaroylagmatine; N-(4-Guanidinobutyl)-4-hydroxycinnamide; N-(4-Guanidinobutyl)-4-hydroxycinnamamide	0	148
C04500	C28H51NO12P2(C5H8)n	N-Acetyl-D-glucosaminyldiphosphodolichol; N-Acetyl-D-glucosaminyl-diphosphodolichol	0	390
C04501	C8H16NO9P	N-Acetyl-alpha-D-glucosamine 1-phosphate	0	158
C04502	C8H14NO6R	N-Acetyl-beta-D-glucosaminyl-glycopeptide	1	0
C04503	C4H13N3O7P2	N'-Phosphoguanidinoethyl methyl phosphate	0	144
C04504	C8H14N2O4R2	N3'-Acetyl-2-deoxystreptamine antibiotic	2	0
C04505	(C12H16NO9R)n	Polysialic acid acetylated at O-7	1	0
C04506	C20H33N2O3SR(C2H2NOR)n	Protein C-terminal S-farnesyl-L-cysteine	2	0
C04507	C61H102O12P2	alpha-D-Galactosyl-diphosphoundecaprenol	0	594
C04508	C3H9O6P(C9H17O10P)n	alpha-D-Glucosylpoly(glycerol phosphate)	0	256
C04509	C50H84O7P2	di-trans,poly-cis-Decaprenyl diphosphate; ditrans,heptacis-Decaprenyl diphosphate	0	470
C04510	C13H20N3O11P(C5H8O6PR)n(C5H8O6PR)n	tRNA 3-(3-amino-3-carboxypropyl)-uridine	2	0
C04511	C33H49N5O24P2R2(C5H8O6PR)n(C5H8O6PR)n	tRNA(Asp)-O-5''-beta-D-mannosylqueuosine	4	0
C04512	C26H39N7O17P3SR	trans,trans-2,3,4,5-Tetradehydroacyl-CoA	1	0
C04514	C10H10O2	(1S,2S)-1,2-Dihydronaphthalene-1,2-diol; trans-1,2-Dihydronaphthalene-1,2-diol	0	86
C04515	C6H9NO3SR2	(3S)-3-Hydroxyacyl-N-acylthioethanolamine	2	0
C04516	C34H28O22	1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose; 1,2,3,6-Tetra-O-galloyl-beta-D-glucose	0	408
C04517	C10H22NO6PR	1-(1-Alkenyl)-sn-glycero-3-phosphocholine; 1-Alkenyl-sn-glycero-3-phosphocholine; 1-Alkenylglycerophosphocholine; 1-O-Alk-1-enyl-glycero-3-phosphocholine	1	0
C04518	C21H32O3	17alpha,20alpha-Dihydroxypregn-4-en-3-one	0	182
C04520	C6H16O18P4	1D-myo-Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; Inositol 3,4,5,6-tetrakisphosphate	0	256
C04521	C11H17NO8	2,7-Anhydro-alpha-N-acetylneuraminic acid	0	154
C04522	C6H5ClO4	2-Chloro-2,5-dihydro-5-oxofuran-2-acetate; 5-Chloro-2,5-dihydro-2-oxofuran-5-acetate; 2-Chloro-5-oxo-2,5-dihydrofuran-2-acetate	0	90
C04524	C14H10O8	2-Protocatechoylphloroglucinolcarboxylate; 2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate	0	158
C04525	C28H46O	Fecosterol; 24-Methylene-5alpha-cholest-8-en-3beta-ol	0	222
C04526	C21H42N7O14P	3'-Deoxydihydrostreptomycin 3''-phosphate	0	344
C04527	C16H12O8	Corniculatusin; 3,3',4',5,7-Pentahydroxy-8-methoxyflavone	0	172
C04529	C17H30O7	(3S,4S)-3-Hydroxytetradecane-1,3,4-tricarboxylate	0	188
C04530	C29H50O	4,4-Dimethyl-5alpha-cholest-7-en-3beta-ol; 4,4-Dimethylcholest-7-ene-3-ol	0	232
C04534	C12H23O14P	6-Phospho-beta-D-glucosyl-(1,4)-D-glucose; Cellobiose 6-phosphate	0	222
C04535	C9H12O4	7-Methyl-2-hydroxy-6-oxoocta-2,4-dienoate	0	98
C04536	C35H34MgN4O4	Magnesium protoporphyrin monomethyl ester; Magnesium-protoporphyrin IX 13-monomethyl ester; Mg-Protoporphyrin IX 13-monomethyl ester; Magnesium protoporphyrin IX 13-methyl ester	0	306
C04537	C36H64N2O17P2(C5H8)n	N,N'-Diacetylchitobiosyldiphosphodolichol; Chitobiosyldiphosphodolichol	0	0
C04539		N-Acetyl-D-glucosaminyllipopolysaccharide	0	0
C04540	C12H21N3O8	N4-(Acetyl-beta-D-glucosaminyl)asparagine; N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine; 1-beta-Aspartyl-N-acetyl-D-glucosaminylamine	0	178
C04541	C18H20N4O6	N5-Dinitrophenyl-L-ornithine methyl ester	0	204
C04542	C13H23N3O8R2	Protein beta-D-galactosyl-L-hydroxylysine	2	0
C04543	C8H18N2O3S	Buthionine sulfoximine; S-Butyl-DL-homocysteine-[S,R]-sulfoximine	0	120
C04544	C11H19N3O6S	gamma-L-Glutamyl-L-cysteinyl-beta-alanine	0	170
C04545	C11H16N5O8P(C5H8O6PR)n(C5H8O6PR)n	tRNA containing 2'-O-methylguanosine	2	0
C04546	C8H14O5	(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate	0	102
C04547	C16H16O4	1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene	0	144
C04548	C9H13NO2	Synephrine; (+/-)-Synephrine; 1-(4-Hydroxyphenyl)-2-(methylamino)ethanol	0	90
C04549	C11H18O16P2R2	1-Phosphatidyl-1D-myo-inositol 3-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3'-phosphate)	2	0
C04552	C18H16O8	Chrysosplenol D; 3',4',5-Trihydroxy-3,6,7-trimethoxyflavone	0	188
C04553	C7H6O6	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate; 4-Carboxy-2,5-dihydro-2-oxofuran-5-acetate	0	96
C04554	C27H46O4	3alpha,7alpha-Dihydroxy-5beta-cholestanate; 3alpha,7alpha-Dihydroxy-5beta-cholestanoate	0	240
C04555	C19H28O5S	Dehydroepiandrosterone sulfate; 3beta-Hydroxyandrost-5-en-17-one 3-sulfate; DHEA sulfate	0	198
C04556	C6H10N3O4P	4-Amino-2-methyl-5-phosphomethylpyrimidine; 4-Amino-5-phosphomethyl-2-methylpyrimidine	0	114
C04558	C7H8O4	3-Methylmuconolactone; 4-Carboxymethyl-3-methylbut-2-en-1,4-olide	0	82
C04559	C7H8O4	4-Methylmuconolactone; 4-Carboxymethyl-4-methylbut-2-en-1,4-olide	0	82
C04561	C12H16O3	Benzyl (2R,3S)-2-methyl-3-hydroxybutanoate	0	112
C04562	C12H16O3	Benzyl (2S,3S)-2-methyl-3-hydroxybutanoate	0	112
C04563	C6H17O21P5	D-myo-Inositol 1,2,4,5,6-pentakisphosphate; 1D-myo-Inositol 1,2,4,5,6-pentakisphosphate; myo-Inositol 1,2,4,5,6-pentakisphosphate; Inositol 1,2,4,5,6-pentakisphosphate	0	296
C04564	C4H7N2O6PR2	[Isocitrate dehydrogenase (NADP+)] phosphate	2	0
C04565	C4H7N2O6PR2	Low-density lipoprotein O-phospho-L-serine	2	0
C04566		Membrane-derived-oligosaccharide D-glucose	0	0
C04570		Reduced electron-transferring flavoprotein; Reduced electron-transfer flavoprotein	0	0
C04572	C12H20N4O8S	S-(N-Hydroxy-N-methylcarbamoyl)glutathione	0	200
C04573	C17H25N3O18P2	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate; UDP-N-acetyl-D-glucosaminuronate; UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate	0	322
C04574	C55H92O7P2	di-trans,poly-cis-Undecaprenyl diphosphate; Undecaprenyl diphosphate; Bactoprenyl diphosphate; ditrans,octacis-Undecaprenyl diphosphate	0	508
C04575	C6H8O7	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate; 2,3-Diketo-L-gulonate	0	100
C04576	C41H32O26	Pentagalloylglucose; 1,2,3,4,6-Pentakis-O-galloyl-beta-D-glucose; Pentagalloyl-beta-D-glucose	0	486
C04577	C20H30O3	15-OxoETE; (5Z,8Z,11Z,13E)-15-Oxoicosa-5,8,11,13-tetraenoic acid; 15-Oxo-5,8,11-cis-13-trans-eicosatetraenoate; 15-Oxo-5,8,11-cis-13-trans-icosatetraenoate	0	174
C04578	C22H28N2O4	16-Methoxy-2,3-dihydro-3-hydroxytabersonine	0	206
C04579	C6H17O21P5	Inositol 1,2,3,5,6-pentakisphosphate; myo-Inositol 1,2,3,5,6-pentakisphosphate; 1D-myo-Inositol 1,2,3,5,6-pentakisphosphate; 1L-myo-Inositol 1,2,3,4,5-pentakisphosphate	0	296
C04580	C11H17NO8	2-Deoxy-2,3-dehydro-N-acetylneuraminic acid	0	154
C04581	C17H14O8	Tomentin; 3',4',5,6-Tetrahydroxy-3,7-dimethoxyflavone	0	180
C04582	C6H13O7PS	S-Methyl-5-thio-D-ribulose 1-phosphate	0	136
C04583	C10H14N4O5	6-Hydroxyl-1,6-dihydropurine ribonucleoside; (6R)-1,6-Dihydroinosine	0	142
C04584	C7H5NO3	6-Imino-5-oxocyclohexa-1,3-dienecarboxylate	0	78
C04586	C9H16O5	Diethyl (2R,3R)-2-methyl-3-hydroxysuccinate	0	110
C04587	C9H16O5	Diethyl (2S,3R)-2-methyl-3-hydroxysuccinate	0	110
C04589	C17H27N3O23P2S2	UDP-N-acetyl-D-galactosamine 4,6-bissulfate	0	396
C04590	C23H41O6P	3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate	0	242
C04592	C7H10O2	Toluene-cis-dihydrodiol; (1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol	0	68
C04593	C7H10O7	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate; Methylisocitrate; Methylisocitric acid	0	108
C04594	C18H30O3	(9Z)-(13S)-12,13-Epoxyoctadeca-9,11-dienoic acid; (9Z)-(13S)-12,13-Epoxyoctadeca-9,11-dienoate; 13(S)-EOD	0	162
C04596	C14H8Cl4	1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene; 1,1-Dichloro-2,2-bis(4'-chlorophenyl)ethylene; DDE	0	160
C04597	C19H24O6	1,2-Bis(3,4-dimethoxyphenyl)propane-1,3-diol; 1,2-Bis(3,4-dimethoxyphenyl)-1,3-propanediol	0	186
C04598	C10H22NO7PR	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine; Platelet-activating factor; PAF	1	0
C04599	C12H15N	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine; MPTP	0	94
C04604	C8H7NO5	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate	0	102
C04606	C16H14O4S2	5-(3,4-Diacetoxybut-1-ynyl)-2,2'-bithiophene	0	174
C04608	C21H20O10	Apigenin 7-O-beta-D-glucoside; 7-O-beta-D-Glucosyl-5,7,4'-trihydroxyflavone; Apigenin 7-O-glucoside; Apigetrin; 7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one; Cosmetin; Cosmosiin	0	226
C04611	C21H27NO11	Indol-3-ylacetyl-myo-inositol L-arabinoside	0	248
C04613	C17H25N3O16P2	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose; UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose; UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose	0	306
C04614	C12H21O11R	alpha-D-Mannosyl-1,3-(R1)-beta-D-mannosyl-R2; 3-(alpha-D-Mannosyl)-beta-D-mannosyl-R	1	0
C04615	C42H74N2O22P2(C5H8)n	alpha-D-Mannosylchitobiosyldiphosphodolichol	0	584
C04617	C6H8O7	(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate; D-erythro-Isocitric acid	0	100
C04618	C4H7O2SR	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]; (R)-3-Hydroxybutanoyl-[acyl-carrier protein]	1	0
C04619	C10H19O2SR	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]; (R)-3-Hydroxydecanoyl-[acyl-carrier protein]	1	0
C04620	C8H15O2SR	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]; (R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	1	0
C04621	C11H8N2O5	(E)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide	0	128
C04622	C11H8N2O5	(Z)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide	0	128
C04623	C14H9Cl5	DDT; 1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane; 1,1,1-Trichloro-2,2-bis-(4'-chlorophenyl)ethane; Clofenotane; Dichlorodiphenyltrichloroethane	0	178
C04625	C6H4Cl2O4	2,4-Dichloro-2,5-dihydro-5-oxofuran-2-acetate; 3,5-Dichloro-2,5-dihydro-2-oxofuran-5-acetate	0	106
C04627	C14H24NO11R	D-Galactosyl-N-acetyl-alpha-D-galactosaminide	1	0
C04628	C11H22NO7PS	Coenzyme B; N-(7-Mercaptoheptanoyl)threonine 3-O-phosphate; N-(7-Mercaptoheptanoyl)threonine O3-phosphate; HTP	0	174
C04630	C17H28N4O15P2	UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose; UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine; UDP-N-acetylbacillosamine	0	308
C04631	C20H29N3O19P2	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetylglucosamine-3-O-pyruvateether; UDP-N-acetylglucosamine enolpyruvate; UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine	0	352
C04632	C4H6N2O3R2	[Hydroxymethylglutaryl-CoA reductase (NADPH)]	2	0
C04633	C16H31O2SR	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]; (R)-3-Hydroxypalmitoyl-[acyl-carrier protein]; (3R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]; (R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]	1	0
C04634	C7H8O4	1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate; 1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate	0	82
C04635	C7H15NO6PR	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine; 1-Alkenylglycerophosphoethanolamine	1	0
C04636	C27H50NO8PR	1-Acyl-2-linoleoyl-sn-glycero-3-phosphocholine	1	0
C04637	C11H19O19P3R2	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate; 1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate; Phosphatidyl-myo-inositol 4,5-bisphosphate; Phosphatidylinositol-4,5-bisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)	2	0
C04638	C43H73O6P	2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate; 2,3-Bis-O-(geranylgeranyl)-sn-glycerol-1-phosphate; 2,3-Digeranylgeranyl sn-glycerol 1-phosphate	0	394
C04639	C9H15N2O9P	2,4-Dioxotetrahydropyrimidine D-ribonucleotide	0	170
C04640	C8H16N3O8P	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	0	164
C04641	C9H19O11P	2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate	0	176
C04642	C8H8O6	2-Hydroxy-5-carboxymethylmuconate semialdehyde; 5-Carboxymethyl-2-hydroxymuconate semialdehyde; 5-Carboxymethyl-2-hydroxymuconic semialdehyde	0	104
C04643	C24H38O5	3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate	0	222
C04644	C48H80N7O19P3S	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	0	630
C04645	C12H22O14PR	6-(D-Glucose-1-phospho)-D-mannosylglycoprotein; Glycoprotein 6-(D-glucose-1-phospho)-D-mannose	1	0
C04646	C10H13N4O7PS	6-Thioinosine-5'-monophosphate; 9-(5-Phospho-1-ribofuranosyl)-6-mercaptopurine	0	188
C04648	C12H21O10R	alpha-L-Fucosyl-1,2-beta-D-galactoside; Glycoprotein alpha-L-fucosyl-(1,2)-D-galactose; Glycolipid alpha-L-fucosyl-1,2-beta-D-galactose; alpha-L-Fucosyl-(1->2)-D-galactosyl-R	1	0
C04649	C8H14NO6(C12H19NO19S3)n	Heparan sulfate N-acetyl-alpha-D-glucosaminide	0	0
C04650	C5H12NO4P	L-2-Amino-4-(hydroxymethylphosphinyl)butanoate	0	96
C04652	C43H77N3O20P2	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine; UDP-2,3-bis(beta-hydroxymyristoyl)-D-glucosamine; UDP-2,3-bis(3-hydroxytetradecanoyl)-D-glucosamine; UDP-2,3-bis[O-(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine	0	546
C04654	C20H32O5	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	0	192
C04655	C16H28O7	(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate	0	180
C04656	C14H24NO11R	1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R	1	0
C04657	C14H24NO11R	1,4-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R; 1,4-beta-Galactosyl-N-acetyl-D-glucosaminyl-R	1	0
C04660	C21H43N7O17P2	3'-Deoxydihydrostreptomycin 6,3''-bis-phosphate	0	384
C04661	C24H40O5	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanate; 3alpha,7alpha,12beta-Trihydroxy-5beta-cholanic acid	0	224
C04662	C6H7O6R	4-Deoxy-alpha-L-erythro-hex-4-enopyranuronoside	1	0
C04663	C9H14N4O5	Acadesine; AICA riboside; 5-Amino-1-beta-D-ribofuranosylimidazole-4-carboxamide; 5-Aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside	0	144
C04665	C61H87CoN13O15P	Co-Methyl-5-hydroxybenzimidazolylcobamide	0	672
C04666	C6H11N2O6P	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate; D-erythro-Imidazole-glycerol 3-phosphate; D-erythro-Imidazole-glycerol phosphate	0	124
C04667	(C13H24NO12P)n	N-Acetyl-D-glucosaminyl-poly(ribitol phosphate)	0	0
C04670	C7H10O4	(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate	0	84
C04671	C20H32O5	(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate	0	192
C04672	C18H28O3	(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate; (9Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate; 12,13(S)-EOT; 12,13(S)-EOTrE	0	160
C04673	C7H13N3O5	1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol; Amidino-3-keto-scyllo-inosamine	0	116
C04674	C12H21NO17S2	3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine	0	268
C04675	C32H52N7O20P3S	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA; 3-Hydroxy-3-isohexeneylglutaryl-CoA	0	514
C04676	C19H26O3	Testololactone; 3-Oxo-13,17-secoandrost-4-ene-17,13alpha-lactone	0	164
C04677	C9H15N4O8P	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide; 5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide; AICAR; 5-Aminoimidazole-4-carboxamide ribotide; 5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	0	176
C04678	C28H50NO9P(C5H8)n	Dolichyl N-acetyl-alpha-D-glucosaminyl phosphate	0	350
C04679	C11H22N4O3R2	Protein N6-[(R)-4-amino-2-hydroxybutyl]-L-lysine; [eIF5A-precursor]-hypusine	2	0
C04680	C21H29O2R	Retinyl-ester-(cellular-retinol-binding-protein)	1	0
C04681	C17H27N5O4SR2	[Acetyl-CoA:carbon-dioxide ligase (ADP-forming)]; Holo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]; Biotin-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]; Holo-[acetyl-CoA carboxylase]; Biotin-[acetyl-CoA carboxylase]	2	0
C04682	C17H27N5O4SR2	[Methylmalonyl-CoA:pyruvate carboxytransferase]; Holo-[methylmalonyl-CoA:pyruvate carboxytransferase]; Biotin-[methylmalonyl-CoA:pyruvate carboxytransferase]; Holo-[methylmalonyl-CoA-carboxyltransferase]; Biotin-[methylmalonyl-CoA-carboxyltransferase]	2	0
C04683	C17H28NO14R	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-R	1	0
C04684	C16H16NO6P	m-Carboxyphenyl phenylacetamidomethylphosphonate	0	182
C04685	C20H32O4	(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate; Prostaglandin A1; PGA1	0	184
C04686	C20H32O4	(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate; Prostaglandin C1	0	184
C04687	C7H12O4	(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate	0	86
C04688	C14H27O2SR	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]; (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]; beta-Hydroxymyristyl-[acyl-carrier protein]; HMA	1	0
C04690	C8H11NO6	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate; 2-(Acetamidomethylene)-3-(hydroxymethyl)succinate	0	114
C04691	C7H13O10P	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate; 3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-Deoxy-arabino-heptulonate 7-phosphate; 3-Deoxy-D-arabino-heptulosonic acid 7-phosphate; DAHP; 2-Dahp	0	150
C04692	C12H17N5O4R2	Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; 2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine; EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; Elongation factor 2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	2	144
C04695	C22H29NO12	5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside	0	264
C04696	C11H18N5O11P2(C5H8O6PR)n	7-Methylguanosine 5'-triphospho-5'-oligonucleotide; m7GpppX	1	0
C04698	C13H24O10	Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside	0	182
C04700	C34H55N7O24P2	UDP-N-acetylmuramoyl-L-alanyl-alpha-D-glutamyl-L-lysine	0	530
C04702	C40H65N9O26P2	UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala); UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	0	606
C04703	C9H19O11P	alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate; 1-O-alpha-D-Galactosyl-sn-glycerol 3-phosphate	0	176
C04706	C6H3ClO4	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide; cis-2-Chlorodienelactone; cis-4-Carboxymethylene-2-chlorobut-2-en-4-olide	0	88
C04707	C20H30O5	(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate; (5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprosta-13-enoate	0	190
C04708	C26H48NO9R	1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine	1	0
C04709	C21H43N7O17P2	3'-Deoxydihydrostreptomycin 3'alpha,6-bisphosphate	0	384
C04711	C14H12O3S2	5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene	0	152
C04712	C16H18N2O9S	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate	0	216
C04713	C15H22N5O7P	N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate; N6-(Dimethylallyl)adenosine 5'-phosphate; Isopentenyl-AMP	0	218
C04714	C17H26O15R2	alpha-D-Galactosyl-beta-D-galactosyldiacylglycerol; 1,3-Diacyl-2-O-(alpha-D-galactosyl(1->4)-O-beta-D-galactosyl)-sn-glycerol	2	0
C04715	C27H42O4	Nuatigenin; (20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol	0	236
