cid	formula	name	num_rgroup	electrons
C02084	H2S4O6	Tetrathionate; Tetrathionic acid	0	114
C02086	C2H4O2S	Thioglycolate; Mercaptoacetic acid; Mercaptoethanoic acid; Thioglycolic acid	0	48
C02090	C27H49N9O10S2	Trypanothione; N1,N8-Bis(gamma-L-glutamyl-L-cysteinyl-glycyl)spermidine; N1,N8-Bis(glutathionyl)spermidine; Reduced trypanothione	0	386
C02091	C3H7N3O3	(S)-Ureidoglycine	0	70
C02094	C40H56	beta-Carotene; all-trans-beta-Carotene	0	296
C02097	C16H26N2O16P2	dTDP-galactose; dTDP-D-galactose	0	294
C02099	C15H12O2	(2S)-Flavanone	0	118
C02105	C19H23NO4	(S)-Reticuline; (+)-Reticuline	0	176
C02106	C19H21NO4	(S)-Scoulerine; (13aS)-5,8,13,13a-Tetrahydro-3,10-dimethoxy-6H-dibenzo[a,g]quinolizine-2,9-diol	0	174
C02107	C4H6O6	(S,S)-Tartaric acid; (S,S)-Tartrate; D-Tartrate; D-Tartaric acid; (2S,3S)-Tartaric acid; (-)-Tartaric acid	0	78
C02110	C20H28O	11-cis-Retinal; 11-cis-Vitamin A aldehyde; 11-cis-Retinene	0	156
C02115	C4H9NO3	2-Methylserine	0	64
C02117	C20H38O3	2-Oxophytanate; 2-Oxophytanic acid	0	182
C02123	C7H12O5	3-Propylmalate	0	94
C02124	C6H5ClO	4-Chlorophenol; p-Chlorophenol; Parachlorophenol	0	66
C02126	C6H6N2O2	4-Nitroaniline; p-Nitroaniline; 4-Nitrobenzeneamine	0	72
C02129	C6H10O3	5-Oxohexanoic acid; 5-Oxohexanoate; 4-Acetylbutyric acid	0	70
C02130	C14H24O12	Acetyl-maltose; 6-O-Acetyl-alpha-D-glucopyranosyl-(1->4)-D-glucose	0	204
C02132	C5H6O4	Acetylpyruvate; Acetylpyruvic acid; 2,4-Dioxopentanoate	0	68
C02134	C21H23NO5	Allocryptopine	0	196
C02135	C50H71N13O12	Angiotensin II; Angiotensin; Angiotonin; Hypertensin	0	558
C02137	C8H6O3	alpha-Oxo-benzeneacetic acid; Benzoylformate; Benzoylformic acid; Phenylglyoxylic acid; Phenylglyoxylate; 2-Oxo-2-phenylacetate	0	78
C02139	C35H34MgN4O5	Chlorophyllide; Chlorophyllide a	0	314
C02140	C21H30O4	Corticosterone; 11beta,21-Dihydroxy-4-pregnene-3,20-dione; Kendall's compound B; Reichstein's substance H	0	188
C02141	C30H50O	Cycloeucalenol	0	238
C02147	C8H16O2S2	Dihydrolipoate; Dihydrolipoic acid; Dihydrothioctic acid	0	112
C02151	C21H24N2O3	Geissoschizine	0	188
C02153	C14H19NO9S2	Glucotropaeolin; Glucotropeolin; Benzyl glucosinolate	0	214
C02161	C12H8N2O2	2-Aminophenoxazin-3-one; 3-Aminophenoxazone; Isophenoxazine	0	110
C02162	C13H10O5	Isopimpinellin; 5,8-Dimethoxypsoralen	0	128
C02165	C20H32O4	Leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyicosa-6,8,10,14-tetraenoate; LTB4	0	184
C02166	C30H47N3O9S	Leukotriene C4; LTC4	0	336
C02167	C7H6O6	Maleylpyruvate; Maleylpyruvic acid; 3-Maleylpyruvate	0	96
C02170	C4H6O4	Methylmalonate; Methylmalonic acid	0	62
C02183	C6H6O3	Phloroglucinol; 1,3,5-Benzenetriol; 1,3,5-Trihydroxybenzene	0	66
C02191	C34H34N4O4	Protoporphyrin; Protoporphyrin IX; Porphyrinogen IX	0	298
C02193	C3H5NO3	Pyruvate oxime	0	54
C02198	C20H32O5	Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid; TXA2	0	192
C02199	C15H24N2O16P2	UDP-L-rhamnose; UDP-rhamnose	0	286
C02200	C15H25N3O16P2	UDP-glucosamine; UDP-alpha-D-glucosamine	0	294
C02201	C9H10O3	Veratraldehyde; Veratric aldehyde; 3,4-Dimethoxybenzaldehyde	0	88
C02206	C15H18O3	alpha-Santonin	0	132
C02207	C6H11NO4	beta-Alanopine; N-(D-1-Carboxyethyl)-beta-alanine	0	86
C02213	C10H16O	(+)-cis-Sabinol; Sabinol	0	84
C02214	C5H6O4	(E)-Glutaconate; trans-Glutaconate; trans-Glutaconic acid; Glutaconic acid	0	68
C02216	C6H7N5	1-Methyladenine	0	78
C02217	C10H18O3	10-Oxodecanoate	0	102
C02218	C3H5NO2	Dehydroalanine; 2-Aminoacrylate; 2-Aminoprop-2-enoate	0	46
C02220	C6H7NO4	2-Aminomuconate; 2-Aminomuconic acid; o-Aminomuconate	0	82
C02222	C6H6O5	2-Maleylacetate; 4-Oxohex-2-enedioate; Maleylacetate	0	82
C02223	C5H10O	2-Methylbutanal; 2-Methylbutyraldehyde	0	48
C02224	C6H16NO	2-Methylcholine	0	66
C02225	C7H10O7	2-Methylcitrate; 2-Hydroxybutane-1,2,3-tricarboxylate; (2R,3S)-2-Hydroxybutane-1,2,3-tricarboxylate	0	108
C02226	C5H6O4	2-Methylmaleate; Citraconate; Citraconic acid; Methylmaleic acid	0	68
C02231	C3H3NO4	3-Nitroacrylate	0	60
C02232	C27H42N7O20P3S	3-Oxoadipyl-CoA; beta-Ketoadipyl-CoA	0	0
C02235	C6H5NO4	4-Nitrocatechol	0	80
C02236	C7H6O5S	4-Sulfobenzoate; 4-Sulfobenzoic acid	0	104
C02237	C5H7NO3	5-Oxo-D-proline; D-Pyroglutamic acid; D-5-Pyrrolidone-2-carboxylic acid	0	68
C02240	C5H8O2	5-Valerolactone; delta-Valerolactone; gamma-Valerolactone	0	54
C02243	C11H14N4O5	8-Oxocoformycin	0	148
C02247	C28H41N8O17P3S	Anthraniloyl-CoA; 2-Aminobenzoyl-CoA	0	462
C02249	C41H66N7O17P3S	Arachidonyl-CoA; Arachidonoyl-CoA; (5Z,8Z,11Z,14Z)-Icosatetraenoyl-CoA	0	558
C02253	C12H18N4O	Benzoylagmatine	0	126
C02262	C6H13NO5	D-Galactosamine; D-Chondrosamine; 2-Amino-2-deoxy-D-galactose	0	96
C02265	C9H11NO2	D-Phenylalanine; D-alpha-Amino-beta-phenylpropionic acid	0	88
C02266	C5H8O5	D-Xylonolactone; D-Xylono-1,5-lactone	0	78
C02271	CH2Cl2	Dichloromethane; Methylene chloride; Methylene dichloride	0	42
C02273	C12H18O13	Digalacturonate; Digalacturonic acid	0	194
C02274	C9H8O2	Dihydrocoumarin; 3,4-Dihydrocoumarin	0	78
C02280	C16H25N5O16P2	GDP-L-galactose	0	314
C02283	C30H46O4	Glycyrrhetinate; Enoxolone; Glycyrrhetinic acid	0	258
C02284	C42H62O16	Glycyrrhizinate; Glycyrrhizin; Glycyrrhizic acid; (3beta,20beta)-20-Carboxy-11-oxo-30-norolean-12-en-3-yl 2-O-beta-D-glucuronosyl-beta-D-glucosiduronic acid	0	442
C02287	C3H4O5	Hydroxymalonate; Tartronic acid; Hydroxymalonic acid; 2-Hydroxymalonate; 2-Hydroxymalonic acid; 2-Tartronic acid	0	62
C02289	C10H14O	Isopiperitenone	0	82
C02290	C7H17N2O2	L-Carnitinamide	0	88
C02291	C7H14N2O4S	L-Cystathionine	0	118
C02293	C15H24O2	Latia luciferin	0	130
C02294	C2H7N3	Methylguanidine	0	40
C02295	C6H8O4	Methylitaconate; 2-Methylene-3-methylsuccinate	0	76
C02299	C7H9N	N-Methylaniline; N-Methylbenzenamine	0	58
C02305	C4H10N3O5P	Phosphocreatine; N-Phosphocreatine; Creatine phosphate	0	110
C02306	H2PO3NH2	Phosphoramidate; Phosphoramidic acid; Amidophosphoric acid; Phosphoramide	0	50
C02323	C7H8O2	Salicyl alcohol; Saligenin; 2-Hydroxybenzyl alcohol; 2-(Hydroxymethyl)phenol	0	66
C02325	C11H14O4	Sinapyl alcohol; Sinapoyl alcohol	0	112
C02330	C15H22N2O18P2	UDP-L-iduronate	0	300
C02331	C25H40N7O17P3S	Vinylacetyl-CoA; 3-Butenoyl-CoA; But-3-enoyl-CoA	0	436
C02333	C9H10N4O4	Xanthopterin-B2; 1-(7,8-Dihydro-2,4-dihydroxypteridin-6-yl)-2-hydroxypropan-1-one	0	124
C02335	C24H41N8O17P3S	beta-Alanyl-CoA	0	438
C02336	C6H12O6	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	0	NaN
C02338	C6H12O5	beta-L-Rhamnose; beta-6-Deoxy-L-mannose; beta-L-Mannomethylose; beta-L-Rhamnopyranose	0	NaN
C02341	C6H6O6	trans-Aconitate; trans-Aconitic acid	0	90
C02344	C10H18O	(-)-endo-Fenchol; (-)-alpha-Fenchyl alcohol	0	86
C02345	C15H14O2	(2S)-Flavan-4-ol	0	120
C02348	C4H6N4O3	(R)(-)-Allantoin; (R)-Allantoin	0	82
C02350	C4H6N4O3	(S)-Allantoin; (S)(+)-Allantoin	0	82
C02351	C6H4O2	o-Benzoquinone; 1,2-Benzoquinone	0	56
C02353	C10H12N5O6P	2',3'-Cyclic AMP	0	170
C02354	C9H12N3O7P	2',3'-Cyclic CMP	0	158
C02355	C9H11N2O8P	2',3'-Cyclic UMP	0	158
C02357	C7H5ClO2	2-Chlorobenzoate; 2-Chlorobenzoic acid; o-Chlorobenzoic acid	0	80
C02359	C7H5FO2	2-Fluorobenzoate; 2-Fluorobenzoic acid	0	72
C02360	C6H10O5	2-Hydroxyadipate; 2-Hydroxyadipic acid	0	86
C02362	C4H5NO4	2-Oxosuccinamate; 2-Oxosuccinamic acid; gamma-Aminooxaloacetate; Oxaloacetamide	0	68
C02364	C7H5FO2	3-Fluorobenzoate; 3-Fluorobenzoic acid	0	72
C02366	C9H9NO	3-Methyloxindole; 1,3-Dihydro-3-methyl-2H-indol-2-one	0	78
C02367	C12H22O3	3-Oxododecanoic acid; 3-Oxododecanoate	0	118
C02370	C7H5ClO2	4-Chlorobenzoate; 4-Chlorobenzoic acid	0	80
C02371	C7H5FO2	4-Fluorobenzoate; 4-Fluorobenzoic acid	0	72
C02372	C6H7NO	4-Hydroxyaniline; 4-Aminophenol; p-Aminophenol; 4-Aminobenzenol	0	58
C02373	C6H12O	4-Methylpentanal; Isocaproaldehyde; Isohexanal	0	56
C02375	C6H5ClO2	4-Chlorocatechol	0	74
C02376	C5H7N3O	5-Methylcytosine	0	66
C02378	C6H13NO2	6-Aminohexanoate; 6-Aminohexanoic acid; Epsilcapramine; 6-Aminocaproic acid	0	72
C02379	C10H10O4	6-Hydroxymellein	0	102
C02380	C5H4N4S	6-Mercaptopurine; Mercaptopurine	0	78
C02381	C11H12O4	6-Methoxymellein	0	110
C02385	C6H14N4O2	Amino acid(Arg-); Arginine; 2-Amino-5-guanidinovaleric acid	0	94
C02390	C2H6N2O2	Methylazoxymethanol; CH3-N(O)=N-CH2OH	0	48
C02394	C9H10O	Cinnamyl alcohol; 3-Phenyl-2-propen-1-ol; Styrylcarbinol	0	72
C02395	C6H8O	Cyclohex-2-enone; 2-Cyclohexen-1-one	0	52
C02400	C44H73NO17	Demethylmacrocin; 2'''-O-Demethyllactenocin	0	480
C02405	CH3O5P	Formyl phosphate	0	64
C02411	C26H40N7O19P3S	Glutaconyl-1-CoA; 4-Carboxybut-2-enoyl-CoA; Glutaconyl-CoA; (E)-Glutaconyl-CoA; (2E)-4-Carboxybut-2-enoyl-CoA	0	458
C02419	C3H9N3O2S	Hypotaurocyamine	0	80
C02426	C3H6O3	L-Glyceraldehyde; L-2,3-Dihydroxypropionaldehyde; L-2,3-Dihydroxypropanal; L-Glycerose; L-Aldotriose	0	48
C02427	C7H15N3O3	L-Homocitrulline	0	102
C02431	C6H12O5	L-Rhamnofuranose	0	88
C02442	C9H13NO	N-Methyltyramine	0	82
C02445	C9H16O2	Nonane-4,6-dione	0	86
C02452	C10H16O	Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol	0	84
C02453	C18H24O	Phenolic steroid	0	140
C02457	C3H8O2	Propane-1,3-diol; 1,3-Propanediol; Trimethylene glycol	0	42
C02462	C10H18O	Sabinene hydrate	0	86
C02463	C42H48N4O16	Precorrin 2; Dihydrosirohydrochlorin	0	456
C02465	C15H12I3NO4	Triiodothyronine; 3,3'5-Triiodo-L-thyronine; L-3,5,3'-Triiodothyronine; 3,5,3'-Triiodothyronine; Liothyronine; 3,5,3'-Triiodo-L-thyronine; T3	0	300
C02466	H3P3O9	Trimetaphosphoric acid; Trimetaphosphate; cyclo-Triphosphoric acid	0	120
C02467	C15H25N3O16P2	UDP-galactosamine; UDP-alpha-D-galactosamine	0	294
C02469	C40H38N4O16	Uroporphyrin III	0	434
C02470	C10H7NO4	Xanthurenic acid; Xanthurenate	0	106
C02476	C6H12O5	alpha-L-Rhamnose; alpha-6-Deoxy-L-mannose; alpha-L-Mannomethylose; alpha-L-Rhamnopyranose	0	NaN
C02477	C29H50O2	alpha-Tocopherol; Vitamin E	0	240
C02480	C6H6O4	cis,cis-Muconate; cis,cis-Hexadienedioate; cis,cis-2,4-Hexadienedioic acid	0	74
C02483	C28H48O2	gamma-Tocopherol	0	232
C02485	C10H14O	(-)-Isopiperitenone; (-)-(4R)-Isopiperitenone	0	82
C02486	C6H13NO2	(3R)-beta-Leucine; (3R)-3-Amino-4-methylpentanoic acid; (3R)-3-Amino-4-methylvaleric acid	0	72
C02488	C6H10O5	(R)-2-Ethylmalate	0	86
C02494	C11H15N5O4	1-Methyladenosine	0	148
C02495	C15H10O5	2'-Hydroxydaidzein; 3-(2,4-Dihydroxyphenyl)-7-hydroxychromen-4-one	0	140
C02497	C4H6O2	2-Butyne-1,4-diol; 1,4-Butynediol	0	46
C02498	C8H18O	2-Ethylhexan-1-ol; 2-Ethyl-1-hexanol	0	74
C02499	C12H10O	2-Hydroxybiphenyl; Orthophenyl phenol; 2-Biphenylol; 2-Phenylphenol	0	90
C02501	C6H6O5	2-Hydroxymuconate	0	82
C02502	C5H5NO	2-Hydroxypyridine; 2-Pyridone; 2-Pyridinol	0	50
C02504	C7H12O5	alpha-Isopropylmalate; (2S)-2-Isopropylmalate; (2S)-2-Hydroxy-2-isopropylsuccinic acid; 2-Isopropylmalic acid; 3-Carboxy-3-hydroxy-4-methylpentanoate; 3-Carboxy-3-hydroxyisocaproate	0	94
C02505	C8H9NO	2-Phenylacetamide; alpha-Phenylacetamide	0	72
C02509	C13H19N5O13P2	3-(ADP)-glycerate	0	266
C02512	C4H6N2O2	3-Cyano-L-alanine; L-3-Cyanoalanine; L-beta-Cyanoalanine	0	60
C02513	C27H42O6	3-Dehydroecdysone	0	252
C02514	C7H6O6	3-Fumarylpyruvate	0	96
C02515	C9H10INO3	3-Iodo-L-tyrosine	0	148
C02519	C8H8O3	4-Methoxybenzoate; 4-Methoxybenzoic acid; 4-Anisic acid	0	80
C02526	C12H10O2	Biphenyl-2,3-diol; 2,3-Dihydroxybiphenyl; 3-Phenylcatechol	0	98
C02527	C4H9O5P	Butanoylphosphate; Butanoyl phosphate	0	88
C02528	C24H40O4	Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol	0	216
C02532	C3H8NO6P	O-Phospho-D-serine; D-O-Phosphoserine	0	96
C02533	C13H18O3	Dehydrovomifoliol; (6S)-6-Hydroxy-3-oxo-alpha-ionone	0	120
C02535	C2H6Se	Dimethyl selenide	0	52
C02537	C18H24O2	Estradiol-17alpha; 17alpha-Estradiol	0	148
C02538	C18H22O5S	Estrone 3-sulfate	0	186
C02549	C20H22O7	Kievitone hydrate	0	198
C02555	C26H21N3O5S	Luciferyl sulfate	0	254
C02557	C25H40N7O19P3S	Methylmalonyl-CoA; Methylmalonyl coenzyme A; 2-Methylmalonyl-CoA	0	452
C02560	C5H6N2O	N-Acetylimidazole; 1-Acetyl-1H-imidazole	0	58
C02564	C12H13NO5	N-Feruloylglycine; N-[3-(4-Hydroxy-3-methoxyphenyl)-1-oxo-2-propen-1-yl]glycine	0	132
C02565	C4H6N2O2	N-Methylhydantoin; N-Methylimidazolidine-2,4-dione	0	60
C02567	C12H28N4O	N1-Acetylspermine	0	136
C02569	C10H20O7P2	Neryl diphosphate; Neryl pyrophosphate	0	166
C02571	C9H18NO4	O-Acetylcarnitine; O-Acetyl-L-carnitine	0	110
C02572	C17H20O9	5-O-Feruloylquinic acid; O-Feruloylquinate; 3-O-Feruloylquinic acid	0	194
C02574	C25H44N13O13P	O-Phosphoviomycin	0	404
C02575	C6HCl5O	Pentachlorophenol; PCP	0	130
C02576	C10H14O	Perillyl aldehyde; Perillaldehyde	0	82
C02587	C9H11N5O2	Pyrimidodiazepine; 2-Amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one	0	116
C02588	C36H60O2	Retinyl palmitate; Vitamin A palmitate; all-trans-Retinyl palmitate; Retinol palmitate	0	292
C02590	C18H24O4S	Steroid O-sulfate; Phenolic steroid O-sulfate	0	180
C02591	C12H23O14P	Sucrose 6'-phosphate; Sucrose 6F-phosphate	0	222
C02592	C26H45NO5S	Taurolithocholate; Taurolithocholic acid	0	264
C02593	C35H62N7O17P3S	Tetradecanoyl-CoA; Myristoyl-CoA	0	518
C02611	C33H44N7O19P3S	(E,E)-Piperoyl-CoA	0	504
C02612	C5H8O5	(R)-2-Methylmalate; (R)-2-Methylmalic acid; (R)-Citramalate; (R)-Citramalic acid; (R)-alpha-Hydroxypyrotartaric acid; D-Citramalate; D-Citramalic acid; D-alpha-Hydroxypyrotartaric acid; (2R)-2-Hydroxy-2-methylbutanedioate	0	78
C02614	C5H8O5	(S)-2-Methylmalate; (S)-2-Methylmalic acid; (S)-Citramalate; (S)-Citramalic acid; (S)-alpha-Hydroxypyrotartaric acid; L-Citramalate; L-Citramalic acid; L-alpha-Hydroxypyrotartaric acid; (2S)-2-Hydroxy-2-methylbutanedioate; (S)-2-Hydroxy-2-methylsuccinic acid	0	78
C02617	C10H6O2	1,4-Naphthoquinone; 1,4-Naphthalenedione	0	82
C02621	C15H24N2O2	13-Hydroxylupanine; 13-Hydroxylupinine; (+)-13alpha-Hydroxylupanine	0	144
C02625	C6H4Cl2O	2,4-Dichlorophenol	0	82
C02627	C6H14N2O3	2-Deoxystreptamine	0	88
C02630	C5H8O5	2-Hydroxyglutarate; alpha-Hydroxyglutarate	0	78
C02631	C7H10O4	2-Isopropylmaleate; beta-Isopropylmaleate	0	84
C02632	C4H8O2	2-Methylpropanoate; 2-Methylpropanoic acid; Isobutyric acid; Isobutanoate; Dimethylacetic acid; Isobutyrate	0	48
C02633	C27H44O7	20-Hydroxyecdysone; Crustecdysone; Ecdysterone	0	262
C02634	C3H6ClNO2	3-Chloro-D-alanine	0	64
C02635	C3H6ClNO2	3-Chloro-L-alanine	0	64
C02636	C7H14NO3	3-Dehydrocarnitine; 3-Carboxy-N,N,N-trimethyl-2-oxo-1-propanaminium	0	86
C02637	C7H8O5	3-Dehydroshikimate	0	90
C02642	C4H8N2O3	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine	0	70
C02646	C9H10O2	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol	0	80
C02647	C5H11N3O	4-Guanidinobutanal	0	70
C02648	C4H4O2	4-Hydroxy-2-butynal; 4-Hydroxybut-2-ynal	0	44
C02655	C8H14O7	6-Acetyl-D-glucose	0	118
C02656	C7H12O4	Pimelate; Pimelic acid; Heptanedioic acid; 6-Carboxyhexanoate	0	86
C02657	C8H8O3	6-Methylsalicylate; 6-Methylsalicylic acid; 2-Hydroxy-6-methylbenzoic acid; 6-Methyl-2-hydroxybenzenecarboxylate	0	80
C02659	C4H7NO	Acetone cyanohydrin; alpha-Hydroxyisobutyronitrile; 2-Hydroxy-2-methylpropanenitrile; 2-Methyllactonitrile; Acetone cyanhydrin; 2-Hydroxyisobutyronitrile	0	46
C02660	C8H7NS	Benzyl thiocyanate	0	78
C02661	CH2BrCl	Bromochloromethane; Methylene chlorobromide	0	60
C02666	C10H10O3	Coniferyl aldehyde; Coniferaldehyde; 4-Hydroxy-3-methoxycinnamaldehyde; Ferulaldehyde	0	94
C02669	C6H10O6	D-Galactono-1,5-lactone	0	94
C02670	C6H8O6	D-Glucuronolactone; Glucurone; D-Glucurono-3,6-lactone; D-Glucurone	0	92
C02673	C23H30N2O4	Desacetoxyvindoline; 16-Methoxy-2,3-dihydro-3-hydroxy-N-methyltabersonine; Deacetoxyvindoline	0	214
C02674	C5H8O4	Deoxyribonolactone; 2-Deoxyribonolactone	0	70
C02675	C16H14O5	Dihydrobiochanin A; 2,3-Dihydrobiochanin A	0	150
C02679	C12H24O2	Dodecanoic acid; Dodecanoate; Dodecylcarboxylate; Lauric acid	0	112
C02681	C43H74O7	Ecdysone palmitate; Ecdysone 3-palmitate	0	388
C02691	C11H13N4	Heteropyrithiamine; 1-[(4-Amino-2-methylpyrimidin-5-yl)methyl]pyridinium	0	106
C02693	C10H10N2O	(Indol-3-yl)acetamide; Indole-3-acetamide	0	92
C02700	C11H12N2O4	L-Formylkynurenine; N-Formyl-L-kynurenine; N-Formylkynurenine	0	124
C02703	C3H7NO6S	L-Serine O-sulfate	0	96
C02704	CH4O4S	Monomethyl sulfate; Methyl sulfate	0	58
C02709	C8H9NO2	N-(Acetyloxy)benzenamine	0	80
C02710	C8H15NO3	N-Acetyl-L-leucine	0	94
C02713	C11H19NO8	N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate	0	156
C02714	C6H14N2O	N-Acetylputrescine	0	72
C02717	C18H19NO4	N-Feruloyltyramine; trans-N-Feruloyltyramine	0	166
C02718	C3H6N2O2	N-Formiminoglycine; Formiminoglycine; N-Formimidoylglycine	0	54
C02720	C6H7NO	Hydroxylaminobenzene; (Hydroxyamino)benzene	0	58
C02721	C4H9NO2	N-Methyl-L-alanine	0	56
C02722	C7H15NO	N-Methylhexanamide	0	72
C02723	C5H14N2	N-Methylputrescine	0	58
C02724	C6H8N	N-Methylpyridinium	0	50
C02726	C5H15N4O3P	Phosphoagmatine; Agmatine phosphate	0	112
C02727	C8H16N2O3	N6-Acetyl-L-lysine	0	102
C02728	C7H16N2O2	N6-Methyl-L-lysine	0	88
C02730	C11H10O5	2-Succinylbenzoate; o-Succinylbenzoate; Succinylbenzoate	0	116
C02734	C6H7O4P	Phenolic phosphate; Phenylphosphate	0	90
C02735	C8H11NO	Phenylethanolamine; 2-Amino-1-phenylethanol	0	74
C02739	C15H25N5O20P4	1-(5-Phospho-D-ribosyl)-ATP; Phosphoribosyl-ATP; N1-(5-Phospho-D-ribosyl)-ATP; 1-(5-Phosphoribosyl)-ATP; 1-(5-Phospho-beta-D-ribosyl)-ATP	0	370
C02740	C11H8N2O3S2	Photinus luciferin; (S)-4,5-Dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazole-4-carboxylic acid; (S)-4,5-Dihydro-2-(6-hydroxy-2-benzothiazolyl)-4-thiazolecarboxylic acid; Firefly luciferin	0	144
C02741	C15H23N5O14P2	Phosphoribosyl-AMP; N1-(5-Phospho-D-ribosyl)-AMP; 1-(5-Phosphoribosyl)-AMP; 1-(5-Phospho-beta-D-ribosyl)-AMP	0	290
C02744	C24H47NO10S	Psychosine sulfate	0	294
C02750	C14H14O9	Sinapoyltartronate	0	170
C02752	C6H6O3	Triacetate lactone; 4-Hydroxy-6-methyl-2-pyrone	0	66
C02753	C5H8O5	D-Xylono-1,4-lactone	0	78
C02759	C10H16O	alpha-Pinene-oxide	0	84
C02763	C9H8O3	2-Hydroxy-3-phenylpropenoate; enol-Phenylpyruvate; enol-Phenylpyruvic acid; enol-alpha-Ketohydrocinnamic acid	0	86
C02765	C10H15NO	(+)-Pseudoephedrine; Pseudoephedrine	0	90
C02771	C15H20O3	1,2-Dihydrosantonin; 1,2-Dihydro-alpha-santonin	0	134
C02774	C10H20O3	10-Hydroxydecanoic acid; 10-Hydroxydecanoate	0	104
C02775	C8H7NO2	2,3-Dihydroxyindole; Dihydroxyindole	0	78
C02777	C4H6N2O2	2,5-Dioxopiperazine; Diketopiperazine; 2,5-Diazacyclohexane-1,4-dione; 2,5-Piperazinedione; Glycine anhydride	0	60
C02778	C15H13NO	2-Acetamidofluorene; N-2-Fluorenylacetamide	0	118
C02779	C6H10O6	2-Dehydro-D-glucose	0	94
C02780	C6H8O7	2,5-Didehydro-D-gluconate; 2,5-Diketogluconic acid	0	100
C02782	C6H12O6	2-Deoxy-D-gluconate	0	96
C02785	C31H48O3	3-Hydroxy-vitamin K; 3-Hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone; 3-Hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone	0	258
C02787	C4H11N	2-Methylpropanamine; 2-Methyl-1-propanamine; Isobutylamine	0	42
C02791	C6H5Cl2N	3,4-Dichloroaniline	0	82
C02793	C31H48O3	2-Hydroxy-vitamin K; 2-Hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone	0	258
C02796	C9H7NO	3-Methyleneoxindole	0	76
C02797	C19H30O	3-Oxo-5beta-steroid	0	152
C02798	C3H5O6P	3-Phosphonopyruvate	0	86
C02799	C17H28O	3beta-Hydroxysterol	0	138
C02800	C5H6O4	4,5-Dioxopentanoate; 4-Oxoglutarate semialdehyde	0	68
C02801	C25H43N8O17P3S	4-Aminobutanoyl-CoA	0	446
C02802	C28H39FN7O17P3S	4-Fluorobenzoyl-CoA	0	462
C02804	C5H10O3	5-Hydroxypentanoate	0	64
C02807	C12H6O2	Acenaphthenequinone; Acenaphthoquinone; 1,2-Diketoacenaphthene	0	94
C02809	C12H15N3O3S	Albendazole S-oxide	0	148
C02811	C22H22N2O7	Anhydrotetracycline	0	224
C02814	C6H6O3	Benzene-1,2,4-triol; Hydroxyhydroquinone; 1,2,4-Benzenetriol; 1,2,4-Trihydroxybenzene; Hydroxyquinol	0	66
C02817	C10H2Cl10O	Chlordecone alcohol	0	240
C02821	C23H32O6	Cortisol 21-acetate; Hydrocortisone acetate; Cortell	0	218
C02822	C21H30O8S	Cortisol 21-sulfate	0	236
C02823	C63H88CoN14O14P	Cyanocobalamin; Cyanocob(III)alamin; Dicopac; Vitamin B12 complex	0	680
C02824	C6H13NO3S	Cyclohexylsulfamate; Cyclohexylsulfamic acid; Cylamic acid; Cyclohexylamide sulfate	0	96
C02825	C22H27N7O	Cypridina luciferin	0	216
C02827	C6H12O9S	D-Glucose 6-sulfate	0	136
C02835	C5H6N2O2	Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate	0	66
C02837	C6H12N2O	L-Lysine 1,6-lactam; L-2-Aminohexano-6-lactam; L-alpha-Aminocaprolactam; (S)-2-Aminohexano-6-lactam	0	70
C02838	C15H29NO4	L-Octanoylcarnitine	0	158
C02845	C4H8O	Methyl ethyl ketone; Ethyl methyl ketone; 2-Butanone; Butan-2-one; MEK	0	40
C02846	C8H11N	N,N-Dimethylaniline; Dimethylaminobenzene; N,N-Dimethylbenzenamine	0	66
C02855	C6H16N4O9P2	N-Phospho-D-lombricine	0	182
C02864	C21H27N7O5	O-Demethylpuromycin	0	242
C02868	C16H14O7	Lecanoric acid; Orsellinate depside	0	166
C02876	C3H7O5P	Propanoyl phosphate; Propionyl phosphate	0	80
C02879	C30H28O11	Protoaphin aglucone; Protoaphin aglycone	0	296
